date,year,month,day,weekday,weekday_name,is_weekend,is_holiday,holiday_name,holiday_multiplier,monthly_weight,weekday_weight,attendance,season,is_school_break,temperature,is_rainy,has_special_event,day_of_year,week_of_year,is_month_start,is_month_end
2017-07-11,2017,7,11,1,Tuesday,False,False,,1.0,0.09768211920529801,0.9655172413793103,98765,summer,True,28.7,0,False,192,28,False,False
2017-07-12,2017,7,12,2,Wednesday,False,False,,1.0,0.09768211920529801,0.8850574712643678,85446,summer,True,31.2,1,False,193,28,False,False
2017-07-13,2017,7,13,3,Thursday,False,False,,1.0,0.09768211920529801,0.9655172413793103,64423,summer,True,28.7,0,False,194,28,False,False
2017-07-14,2017,7,14,4,Friday,False,False,,1.0,0.09768211920529801,1.0862068965517242,114443,summer,True,30.9,0,False,195,28,False,False
2017-07-15,2017,7,15,5,Saturday,True,False,,1.0,0.09768211920529801,1.0862068965517242,107893,summer,True,36.2,0,False,196,28,False,False
2017-07-16,2017,7,16,6,Sunday,True,False,,1.0,0.09768211920529801,0.9454022988505747,84810,summer,True,32.6,0,False,197,28,False,False
2017-07-17,2017,7,17,0,Monday,False,False,,1.0,0.09768211920529801,1.0660919540229885,116216,summer,True,29.0,1,False,198,29,False,False
2017-07-18,2017,7,18,1,Tuesday,False,False,,1.0,0.09768211920529801,0.9655172413793103,95814,summer,True,33.6,0,False,199,29,False,False
2017-07-19,2017,7,19,2,Wednesday,False,False,,1.0,0.09768211920529801,0.8850574712643678,73336,summer,True,28.8,1,False,200,29,False,False
2017-07-20,2017,7,20,3,Thursday,False,False,,1.0,0.09768211920529801,0.9655172413793103,101591,summer,True,23.9,1,False,201,29,False,False
2017-07-21,2017,7,21,4,Friday,False,False,,1.0,0.09768211920529801,1.0862068965517242,111872,summer,True,27.0,0,False,202,29,False,False
2017-07-22,2017,7,22,5,Saturday,True,False,,1.0,0.09768211920529801,1.0862068965517242,99261,summer,True,24.4,0,False,203,29,False,False
2017-07-23,2017,7,23,6,Sunday,True,False,,1.0,0.09768211920529801,0.9454022988505747,99723,summer,True,28.9,0,False,204,29,False,False
2017-07-24,2017,7,24,0,Monday,False,False,,1.0,0.09768211920529801,1.0660919540229885,80062,summer,True,30.1,1,False,205,30,False,False
2017-07-25,2017,7,25,1,Tuesday,False,False,,1.0,0.09768211920529801,0.9655172413793103,80486,summer,True,35.0,0,False,206,30,False,True
2017-07-26,2017,7,26,2,Wednesday,False,False,,1.0,0.09768211920529801,0.8850574712643678,81200,summer,True,31.0,0,False,207,30,False,True
2017-07-27,2017,7,27,3,Thursday,False,False,,1.0,0.09768211920529801,0.9655172413793103,86390,summer,True,29.3,1,False,208,30,False,True
2017-07-28,2017,7,28,4,Friday,False,False,,1.0,0.09768211920529801,1.0862068965517242,81437,summer,True,32.5,1,False,209,30,False,True
2017-07-29,2017,7,29,5,Saturday,True,False,,1.0,0.09768211920529801,1.0862068965517242,97380,summer,True,23.4,1,False,210,30,False,True
2017-07-30,2017,7,30,6,Sunday,True,False,,1.0,0.09768211920529801,0.9454022988505747,100305,summer,True,30.7,1,False,211,30,False,True
2017-07-31,2017,7,31,0,Monday,False,False,,1.0,0.09768211920529801,1.0660919540229885,100720,summer,True,32.3,0,False,212,31,False,True
2017-08-01,2017,8,1,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,98521,summer,True,25.6,0,False,213,31,True,False
2017-08-02,2017,8,2,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,87205,summer,True,33.4,0,False,214,31,True,False
2017-08-03,2017,8,3,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,83514,summer,True,31.0,0,False,215,31,True,False
2017-08-04,2017,8,4,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,90484,summer,True,28.8,0,False,216,31,True,False
2017-08-05,2017,8,5,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,109867,summer,True,31.9,0,False,217,31,True,False
2017-08-06,2017,8,6,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,76851,summer,True,36.8,0,False,218,31,False,False
2017-08-07,2017,8,7,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,91454,summer,True,30.5,0,False,219,32,False,False
2017-08-08,2017,8,8,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,98693,summer,True,30.7,1,False,220,32,False,False
2017-08-09,2017,8,9,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,83037,summer,True,28.6,0,False,221,32,False,False
2017-08-10,2017,8,10,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,69694,summer,True,27.5,1,False,222,32,False,False
2017-08-11,2017,8,11,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,100765,summer,True,32.5,1,False,223,32,False,False
2017-08-12,2017,8,12,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,133528,summer,True,27.4,0,False,224,32,False,False
2017-08-13,2017,8,13,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,80895,summer,True,30.2,0,False,225,32,False,False
2017-08-14,2017,8,14,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,85639,summer,True,28.6,0,False,226,33,False,False
2017-08-15,2017,8,15,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,91700,summer,True,31.4,0,False,227,33,False,False
2017-08-16,2017,8,16,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,74434,summer,True,31.0,0,False,228,33,False,False
2017-08-17,2017,8,17,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,113638,summer,True,33.1,1,False,229,33,False,False
2017-08-18,2017,8,18,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,88261,summer,True,28.5,1,False,230,33,False,False
2017-08-19,2017,8,19,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,108336,summer,True,29.2,1,False,231,33,False,False
2017-08-20,2017,8,20,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,90526,summer,True,27.1,0,False,232,33,False,False
2017-08-21,2017,8,21,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,106287,summer,True,28.7,1,False,233,34,False,False
2017-08-22,2017,8,22,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,92069,summer,True,31.1,0,False,234,34,False,False
2017-08-23,2017,8,23,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,89791,summer,True,32.3,0,False,235,34,False,False
2017-08-24,2017,8,24,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,104431,summer,True,27.2,1,False,236,34,False,False
2017-08-25,2017,8,25,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,92954,summer,True,32.6,0,False,237,34,False,True
2017-08-26,2017,8,26,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,81668,summer,True,34.1,0,False,238,34,False,True
2017-08-27,2017,8,27,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,78097,summer,True,31.2,1,False,239,34,False,True
2017-08-28,2017,8,28,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,90024,summer,True,35.6,0,False,240,35,False,True
2017-08-29,2017,8,29,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,87284,summer,True,27.7,0,False,241,35,False,True
2017-08-30,2017,8,30,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,78404,summer,True,26.3,0,False,242,35,False,True
2017-08-31,2017,8,31,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,73666,summer,True,24.7,0,False,243,35,False,True
2017-09-01,2017,9,1,4,Friday,False,False,,1.0,0.057947019867549666,1.0862068965517242,50646,autumn,False,29.5,0,False,244,35,True,False
2017-09-02,2017,9,2,5,Saturday,True,False,,1.0,0.057947019867549666,1.0862068965517242,54451,autumn,False,27.0,0,False,245,35,True,False
2017-09-03,2017,9,3,6,Sunday,True,False,,1.0,0.057947019867549666,0.9454022988505747,42790,autumn,False,24.8,1,False,246,35,True,False
2017-09-04,2017,9,4,0,Monday,False,False,,1.0,0.057947019867549666,1.0660919540229885,55382,autumn,False,25.8,0,False,247,36,True,False
2017-09-05,2017,9,5,1,Tuesday,False,False,,1.0,0.057947019867549666,0.9655172413793103,49052,autumn,False,21.6,0,False,248,36,True,False
2017-09-06,2017,9,6,2,Wednesday,False,False,,1.0,0.057947019867549666,0.8850574712643678,58321,autumn,False,32.3,1,False,249,36,False,False
2017-09-07,2017,9,7,3,Thursday,False,False,,1.0,0.057947019867549666,0.9655172413793103,51772,autumn,False,25.4,0,False,250,36,False,False
2017-09-08,2017,9,8,4,Friday,False,False,,1.0,0.057947019867549666,1.0862068965517242,59303,autumn,False,25.3,0,False,251,36,False,False
2017-09-09,2017,9,9,5,Saturday,True,False,,1.0,0.057947019867549666,1.0862068965517242,56215,autumn,False,27.2,0,False,252,36,False,False
2017-09-10,2017,9,10,6,Sunday,True,False,,1.0,0.057947019867549666,0.9454022988505747,40352,autumn,False,26.4,0,False,253,36,False,False
2017-09-11,2017,9,11,0,Monday,False,False,,1.0,0.057947019867549666,1.0660919540229885,56347,autumn,False,25.7,0,False,254,37,False,False
2017-09-12,2017,9,12,1,Tuesday,False,False,,1.0,0.057947019867549666,0.9655172413793103,54763,autumn,False,22.6,0,False,255,37,False,False
2017-09-13,2017,9,13,2,Wednesday,False,False,,1.0,0.057947019867549666,0.8850574712643678,38984,autumn,False,26.4,0,False,256,37,False,False
2017-09-14,2017,9,14,3,Thursday,False,False,,1.0,0.057947019867549666,0.9655172413793103,40788,autumn,False,30.6,0,False,257,37,False,False
2017-09-15,2017,9,15,4,Friday,False,True,mid_autumn,1.3,0.057947019867549666,1.0862068965517242,73904,autumn,False,29.0,0,False,258,37,False,False
2017-09-16,2017,9,16,5,Saturday,True,True,mid_autumn,1.3,0.057947019867549666,1.0862068965517242,68150,autumn,False,29.8,0,False,259,37,False,False
2017-09-17,2017,9,17,6,Sunday,True,True,mid_autumn,1.3,0.057947019867549666,0.9454022988505747,79853,autumn,False,23.5,0,False,260,37,False,False
2017-09-18,2017,9,18,0,Monday,False,False,,1.0,0.057947019867549666,1.0660919540229885,67348,autumn,False,22.0,0,False,261,38,False,False
2017-09-19,2017,9,19,1,Tuesday,False,False,,1.0,0.057947019867549666,0.9655172413793103,48603,autumn,False,24.6,0,False,262,38,False,False
2017-09-20,2017,9,20,2,Wednesday,False,False,,1.0,0.057947019867549666,0.8850574712643678,69552,autumn,False,25.2,0,False,263,38,False,False
2017-09-21,2017,9,21,3,Thursday,False,False,,1.0,0.057947019867549666,0.9655172413793103,56884,autumn,False,28.3,1,False,264,38,False,False
2017-09-22,2017,9,22,4,Friday,False,False,,1.0,0.057947019867549666,1.0862068965517242,60701,autumn,False,19.9,0,False,265,38,False,False
2017-09-23,2017,9,23,5,Saturday,True,False,,1.0,0.057947019867549666,1.0862068965517242,51417,autumn,False,29.6,0,False,266,38,False,False
2017-09-24,2017,9,24,6,Sunday,True,False,,1.0,0.057947019867549666,0.9454022988505747,34767,autumn,False,24.5,1,False,267,38,False,False
2017-09-25,2017,9,25,0,Monday,False,False,,1.0,0.057947019867549666,1.0660919540229885,66761,autumn,False,23.7,0,False,268,39,False,True
2017-09-26,2017,9,26,1,Tuesday,False,False,,1.0,0.057947019867549666,0.9655172413793103,56333,autumn,False,22.0,0,False,269,39,False,True
2017-09-27,2017,9,27,2,Wednesday,False,False,,1.0,0.057947019867549666,0.8850574712643678,48533,autumn,False,20.0,0,False,270,39,False,True
2017-09-28,2017,9,28,3,Thursday,False,False,,1.0,0.057947019867549666,0.9655172413793103,47937,autumn,False,27.5,1,False,271,39,False,True
2017-09-29,2017,9,29,4,Friday,False,False,,1.0,0.057947019867549666,1.0862068965517242,49625,autumn,False,25.2,0,False,272,39,False,True
2017-09-30,2017,9,30,5,Saturday,True,False,,1.0,0.057947019867549666,1.0862068965517242,53910,autumn,False,21.1,0,False,273,39,False,True
2017-10-01,2017,10,1,6,Sunday,True,True,national_day,1.9,0.0695364238410596,0.9454022988505747,104329,autumn,False,15.1,1,True,274,39,True,False
2017-10-02,2017,10,2,0,Monday,False,True,national_day,1.9,0.0695364238410596,1.0660919540229885,128802,autumn,False,18.0,0,True,275,40,True,False
2017-10-03,2017,10,3,1,Tuesday,False,True,national_day,1.9,0.0695364238410596,0.9655172413793103,102716,autumn,False,24.0,0,True,276,40,True,False
2017-10-04,2017,10,4,2,Wednesday,False,True,national_day,1.9,0.0695364238410596,0.8850574712643678,108899,autumn,False,18.2,1,True,277,40,True,False
2017-10-05,2017,10,5,3,Thursday,False,True,national_day,1.9,0.0695364238410596,0.9655172413793103,107957,autumn,False,14.5,0,True,278,40,True,False
2017-10-06,2017,10,6,4,Friday,False,True,national_day,1.9,0.0695364238410596,1.0862068965517242,101965,autumn,False,18.3,0,True,279,40,False,False
2017-10-07,2017,10,7,5,Saturday,True,True,national_day,1.9,0.0695364238410596,1.0862068965517242,141486,autumn,False,18.2,0,True,280,40,False,False
2017-10-08,2017,10,8,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505747,71711,autumn,False,10.9,1,True,281,40,False,False
2017-10-09,2017,10,9,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,66219,autumn,False,18.8,1,True,282,41,False,False
2017-10-10,2017,10,10,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793103,52837,autumn,False,18.3,1,True,283,41,False,False
2017-10-11,2017,10,11,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,56932,autumn,False,21.1,0,True,284,41,False,False
2017-10-12,2017,10,12,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793103,78728,autumn,False,24.5,0,True,285,41,False,False
2017-10-13,2017,10,13,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,55688,autumn,False,22.4,1,True,286,41,False,False
2017-10-14,2017,10,14,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,73978,autumn,False,18.2,1,True,287,41,False,False
2017-10-15,2017,10,15,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505747,60219,autumn,False,15.7,0,True,288,41,False,False
2017-10-16,2017,10,16,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,63972,autumn,False,26.7,0,True,289,42,False,False
2017-10-17,2017,10,17,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793103,66676,autumn,False,19.2,0,True,290,42,False,False
2017-10-18,2017,10,18,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,43082,autumn,False,19.0,0,True,291,42,False,False
2017-10-19,2017,10,19,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793103,63032,autumn,False,18.9,0,True,292,42,False,False
2017-10-20,2017,10,20,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,79257,autumn,False,19.6,1,True,293,42,False,False
2017-10-21,2017,10,21,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,75837,autumn,False,18.6,0,True,294,42,False,False
2017-10-22,2017,10,22,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505747,68435,autumn,False,17.3,0,True,295,42,False,False
2017-10-23,2017,10,23,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,56504,autumn,False,17.4,0,True,296,43,False,False
2017-10-24,2017,10,24,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793103,57388,autumn,False,18.9,0,True,297,43,False,False
2017-10-25,2017,10,25,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,57574,autumn,False,17.4,1,True,298,43,False,True
2017-10-26,2017,10,26,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793103,63236,autumn,False,16.9,1,True,299,43,False,True
2017-10-27,2017,10,27,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,71968,autumn,False,19.3,0,True,300,43,False,True
2017-10-28,2017,10,28,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,50213,autumn,False,18.2,1,True,301,43,False,True
2017-10-29,2017,10,29,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505747,71996,autumn,False,23.5,1,True,302,43,False,True
2017-10-30,2017,10,30,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,61841,autumn,False,11.0,1,True,303,44,False,True
2017-10-31,2017,10,31,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793103,67502,autumn,False,22.3,1,True,304,44,False,True
2017-11-01,2017,11,1,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,55246,autumn,False,16.7,0,False,305,44,True,False
2017-11-02,2017,11,2,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,63343,autumn,False,6.8,1,False,306,44,True,False
2017-11-03,2017,11,3,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,71965,autumn,False,12.0,0,False,307,44,True,False
2017-11-04,2017,11,4,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,66983,autumn,False,11.9,0,False,308,44,True,False
2017-11-05,2017,11,5,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,45846,autumn,False,8.8,0,False,309,44,True,False
2017-11-06,2017,11,6,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,65283,autumn,False,10.7,1,False,310,45,False,False
2017-11-07,2017,11,7,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,56496,autumn,False,9.7,0,False,311,45,False,False
2017-11-08,2017,11,8,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,53914,autumn,False,18.3,1,False,312,45,False,False
2017-11-09,2017,11,9,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,54730,autumn,False,15.8,0,False,313,45,False,False
2017-11-10,2017,11,10,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,71347,autumn,False,16.8,0,False,314,45,False,False
2017-11-11,2017,11,11,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,58480,autumn,False,15.2,0,False,315,45,False,False
2017-11-12,2017,11,12,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,51967,autumn,False,9.6,0,False,316,45,False,False
2017-11-13,2017,11,13,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,56376,autumn,False,11.4,0,False,317,46,False,False
2017-11-14,2017,11,14,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,56003,autumn,False,14.5,0,False,318,46,False,False
2017-11-15,2017,11,15,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,43617,autumn,False,9.3,0,False,319,46,False,False
2017-11-16,2017,11,16,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,82125,autumn,False,15.1,0,False,320,46,False,False
2017-11-17,2017,11,17,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,74782,autumn,False,12.3,0,False,321,46,False,False
2017-11-18,2017,11,18,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,63211,autumn,False,11.9,0,False,322,46,False,False
2017-11-19,2017,11,19,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,51506,autumn,False,15.1,0,False,323,46,False,False
2017-11-20,2017,11,20,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,58796,autumn,False,14.3,0,False,324,47,False,False
2017-11-21,2017,11,21,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,52838,autumn,False,11.9,0,False,325,47,False,False
2017-11-22,2017,11,22,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,49016,autumn,False,16.5,0,False,326,47,False,False
2017-11-23,2017,11,23,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,56875,autumn,False,9.8,1,False,327,47,False,False
2017-11-24,2017,11,24,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,58891,autumn,False,14.8,0,False,328,47,False,False
2017-11-25,2017,11,25,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,45347,autumn,False,14.8,1,False,329,47,False,True
2017-11-26,2017,11,26,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,52343,autumn,False,12.1,0,False,330,47,False,True
2017-11-27,2017,11,27,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,73235,autumn,False,14.0,1,False,331,48,False,True
2017-11-28,2017,11,28,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,58335,autumn,False,9.2,1,False,332,48,False,True
2017-11-29,2017,11,29,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,49248,autumn,False,15.8,0,False,333,48,False,True
2017-11-30,2017,11,30,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,71605,autumn,False,12.4,0,False,334,48,False,True
2017-12-01,2017,12,1,4,Friday,False,False,,1.0,0.059602649006622516,1.0862068965517242,56433,winter,False,5.4,1,False,335,48,True,False
2017-12-02,2017,12,2,5,Saturday,True,False,,1.0,0.059602649006622516,1.0862068965517242,65289,winter,False,10.1,0,False,336,48,True,False
2017-12-03,2017,12,3,6,Sunday,True,False,,1.0,0.059602649006622516,0.9454022988505747,49516,winter,False,4.9,1,False,337,48,True,False
2017-12-04,2017,12,4,0,Monday,False,False,,1.0,0.059602649006622516,1.0660919540229885,48377,winter,False,2.8,1,False,338,49,True,False
2017-12-05,2017,12,5,1,Tuesday,False,False,,1.0,0.059602649006622516,0.9655172413793103,51566,winter,False,2.3,0,False,339,49,True,False
2017-12-06,2017,12,6,2,Wednesday,False,False,,1.0,0.059602649006622516,0.8850574712643678,59831,winter,False,8.8,0,False,340,49,False,False
2017-12-07,2017,12,7,3,Thursday,False,False,,1.0,0.059602649006622516,0.9655172413793103,58156,winter,False,3.2,0,False,341,49,False,False
2017-12-08,2017,12,8,4,Friday,False,False,,1.0,0.059602649006622516,1.0862068965517242,61879,winter,False,12.3,0,False,342,49,False,False
2017-12-09,2017,12,9,5,Saturday,True,False,,1.0,0.059602649006622516,1.0862068965517242,54855,winter,False,0.8,1,False,343,49,False,False
2017-12-10,2017,12,10,6,Sunday,True,False,,1.0,0.059602649006622516,0.9454022988505747,36944,winter,False,12.1,0,False,344,49,False,False
2017-12-11,2017,12,11,0,Monday,False,False,,1.0,0.059602649006622516,1.0660919540229885,62338,winter,False,7.6,0,False,345,50,False,False
2017-12-12,2017,12,12,1,Tuesday,False,False,,1.0,0.059602649006622516,0.9655172413793103,52078,winter,False,6.7,0,False,346,50,False,False
2017-12-13,2017,12,13,2,Wednesday,False,False,,1.0,0.059602649006622516,0.8850574712643678,52176,winter,False,5.4,0,False,347,50,False,False
2017-12-14,2017,12,14,3,Thursday,False,False,,1.0,0.059602649006622516,0.9655172413793103,40756,winter,False,8.2,0,False,348,50,False,False
2017-12-15,2017,12,15,4,Friday,False,False,,1.0,0.059602649006622516,1.0862068965517242,66404,winter,False,6.9,0,True,349,50,False,False
2017-12-16,2017,12,16,5,Saturday,True,False,,1.0,0.059602649006622516,1.0862068965517242,68814,winter,False,10.3,1,True,350,50,False,False
2017-12-17,2017,12,17,6,Sunday,True,False,,1.0,0.059602649006622516,0.9454022988505747,34304,winter,False,7.3,0,True,351,50,False,False
2017-12-18,2017,12,18,0,Monday,False,False,,1.0,0.059602649006622516,1.0660919540229885,67229,winter,False,7.5,0,True,352,51,False,False
2017-12-19,2017,12,19,1,Tuesday,False,False,,1.0,0.059602649006622516,0.9655172413793103,58439,winter,False,5.9,1,True,353,51,False,False
2017-12-20,2017,12,20,2,Wednesday,False,False,,1.0,0.059602649006622516,0.8850574712643678,48254,winter,False,6.8,1,True,354,51,False,False
2017-12-21,2017,12,21,3,Thursday,False,False,,1.0,0.059602649006622516,0.9655172413793103,59407,winter,False,7.9,0,True,355,51,False,False
2017-12-22,2017,12,22,4,Friday,False,False,,1.0,0.059602649006622516,1.0862068965517242,60860,winter,False,1.9,0,True,356,51,False,False
2017-12-23,2017,12,23,5,Saturday,True,False,,1.0,0.059602649006622516,1.0862068965517242,76059,winter,False,3.0,1,True,357,51,False,False
2017-12-24,2017,12,24,6,Sunday,True,False,,1.0,0.059602649006622516,0.9454022988505747,52182,winter,False,9.2,0,True,358,51,False,False
2017-12-25,2017,12,25,0,Monday,False,False,,1.0,0.059602649006622516,1.0660919540229885,75768,winter,False,7.5,0,True,359,52,False,True
2017-12-26,2017,12,26,1,Tuesday,False,False,,1.0,0.059602649006622516,0.9655172413793103,45771,winter,False,6.4,0,True,360,52,False,True
2017-12-27,2017,12,27,2,Wednesday,False,False,,1.0,0.059602649006622516,0.8850574712643678,44451,winter,False,7.1,0,True,361,52,False,True
2017-12-28,2017,12,28,3,Thursday,False,False,,1.0,0.059602649006622516,0.9655172413793103,54997,winter,False,8.0,0,True,362,52,False,True
2017-12-29,2017,12,29,4,Friday,False,False,,1.0,0.059602649006622516,1.0862068965517242,67964,winter,False,5.4,0,True,363,52,False,True
2017-12-30,2017,12,30,5,Saturday,True,False,,1.0,0.059602649006622516,1.0862068965517242,59173,winter,False,4.7,0,True,364,52,False,True
2017-12-31,2017,12,31,6,Sunday,True,False,,1.0,0.059602649006622516,0.9454022988505747,41565,winter,False,7.6,0,True,365,52,False,True
2018-01-01,2018,1,1,0,Monday,False,True,new_year,1.3,0.07450331125827815,1.0660919540229885,95986,winter,False,2.1,0,True,1,1,True,False
2018-01-02,2018,1,2,1,Tuesday,False,True,new_year,1.3,0.07450331125827815,0.9655172413793103,98612,winter,False,6.2,1,True,2,1,True,False
2018-01-03,2018,1,3,2,Wednesday,False,True,new_year,1.3,0.07450331125827815,0.8850574712643678,109930,winter,False,-0.1,0,True,3,1,True,False
2018-01-04,2018,1,4,3,Thursday,False,False,,1.0,0.07450331125827815,0.9655172413793103,56376,winter,False,8.1,0,True,4,1,True,False
2018-01-05,2018,1,5,4,Friday,False,False,,1.0,0.07450331125827815,1.0862068965517242,84400,winter,False,6.4,0,True,5,1,True,False
2018-01-06,2018,1,6,5,Saturday,True,False,,1.0,0.07450331125827815,1.0862068965517242,88565,winter,False,5.8,0,True,6,1,False,False
2018-01-07,2018,1,7,6,Sunday,True,False,,1.0,0.07450331125827815,0.9454022988505747,66849,winter,False,7.9,1,True,7,1,False,False
2018-01-08,2018,1,8,0,Monday,False,False,,1.0,0.07450331125827815,1.0660919540229885,78305,winter,False,10.0,0,True,8,2,False,False
2018-01-09,2018,1,9,1,Tuesday,False,False,,1.0,0.07450331125827815,0.9655172413793103,62565,winter,False,8.0,0,True,9,2,False,False
2018-01-10,2018,1,10,2,Wednesday,False,False,,1.0,0.07450331125827815,0.8850574712643678,68111,winter,False,-0.5,0,True,10,2,False,False
2018-01-11,2018,1,11,3,Thursday,False,False,,1.0,0.07450331125827815,0.9655172413793103,75105,winter,False,1.2,0,True,11,2,False,False
2018-01-12,2018,1,12,4,Friday,False,False,,1.0,0.07450331125827815,1.0862068965517242,76543,winter,False,3.1,0,True,12,2,False,False
2018-01-13,2018,1,13,5,Saturday,True,False,,1.0,0.07450331125827815,1.0862068965517242,62572,winter,False,5.1,0,True,13,2,False,False
2018-01-14,2018,1,14,6,Sunday,True,False,,1.0,0.07450331125827815,0.9454022988505747,73914,winter,False,6.6,0,True,14,2,False,False
2018-01-15,2018,1,15,0,Monday,False,False,,1.0,0.07450331125827815,1.0660919540229885,91253,winter,False,2.8,1,True,15,3,False,False
2018-01-16,2018,1,16,1,Tuesday,False,False,,1.0,0.07450331125827815,0.9655172413793103,81031,winter,False,5.6,0,True,16,3,False,False
