date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors,quarter,is_month_start,is_month_end,season,visitors_lag1,visitors_lag7,visitors_ma7,visitors_ma30
2019-10-17,2019,10,17,3,290,42,0,0,0,0,83,0.25,1,33157,4,0,0,Fall,36244,36126,37766,33409
2019-10-18,2019,10,18,4,291,42,0,0,0,0,74,0.25,1,31959,4,0,0,Fall,33157,43518,36114,33587
2019-10-19,2019,10,19,5,292,42,1,0,0,0,78,0.25,0,41886,4,0,0,Fall,31959,49867,34974,33921
2019-10-20,2019,10,20,6,293,42,1,0,0,0,78,0.25,0,47704,4,0,0,Fall,41886,38813,36244,34365
2019-10-21,2019,10,21,0,294,43,0,0,0,0,83,0.25,0,31113,4,0,0,Fall,47704,34488,35762,34542
2019-10-22,2019,10,22,1,295,43,0,0,0,0,83,0.25,0,30763,4,0,0,Fall,31113,28275,36118,34371
2019-10-23,2019,10,23,2,296,43,0,0,0,0,80,0.25,0,29299,4,0,0,Fall,30763,36244,35125,34391
2019-10-24,2019,10,24,3,297,43,0,0,0,0,83,0.25,0,37632,4,0,0,Fall,29299,33157,35765,34796
2019-10-25,2019,10,25,4,298,43,0,0,0,0,74,0.25,0,42317,4,0,0,Fall,37632,31959,37244,35180
2019-10-26,2019,10,26,5,299,43,1,0,0,0,81,0.25,0,42025,4,0,0,Fall,42317,41886,37264,35620
2019-10-27,2019,10,27,6,300,43,1,0,0,0,74,0.25,0,35341,4,0,0,Fall,42025,47704,35498,35787
2019-10-28,2019,10,28,0,301,44,0,0,0,0,73,0.25,0,30770,4,0,0,Fall,35341,31113,35449,35366
2019-10-29,2019,10,29,1,302,44,0,0,0,0,82,0.25,0,25981,4,0,0,Fall,30770,30763,34766,34808
2019-10-30,2019,10,30,2,303,44,0,0,0,0,74,0.25,0,29554,4,0,0,Fall,25981,29299,34802,35022
2019-10-31,2019,10,31,3,304,44,0,0,0,0,79,0.25,1,40633,4,0,1,Fall,29554,37632,35231,35451
2019-11-01,2019,11,1,4,305,44,0,0,0,0,72,0.18,1,42563,4,1,0,Fall,40633,42317,35266,35791
2019-11-02,2019,11,2,5,306,44,1,0,0,0,69,0.18,1,52996,4,0,0,Fall,42563,42025,36834,36845
2019-11-03,2019,11,3,6,307,44,1,0,0,0,70,0.18,1,53333,4,0,0,Fall,52996,35341,39404,37166
2019-11-04,2019,11,4,0,308,45,0,0,0,0,65,0.18,0,32904,4,0,0,Fall,53333,30770,39709,36922
2019-11-05,2019,11,5,1,309,45,0,0,0,0,70,0.18,0,33282,4,0,0,Fall,32904,25981,40752,36576
2019-11-06,2019,11,6,2,310,45,0,0,0,0,72,0.18,0,40428,4,0,0,Fall,33282,29554,42305,37127
2019-11-07,2019,11,7,3,311,45,0,0,0,0,67,0.18,0,39007,4,0,0,Fall,40428,40633,42073,37350
2019-11-08,2019,11,8,4,312,45,0,0,0,0,75,0.18,0,36973,4,0,0,Fall,39007,42563,41274,37631
2019-11-09,2019,11,9,5,313,45,1,0,0,0,65,0.18,0,56964,4,0,0,Fall,36973,52996,41841,38326
2019-11-10,2019,11,10,6,314,45,1,0,0,0,75,0.18,0,49371,4,0,0,Fall,56964,53333,41275,38521
2019-11-11,2019,11,11,0,315,46,0,1,0,0,68,0.18,0,38887,4,0,0,Fall,49371,32904,42130,38155
2019-11-12,2019,11,12,1,316,46,0,0,0,0,65,0.18,0,38383,4,0,0,Fall,38887,33282,42859,38141
2019-11-13,2019,11,13,2,317,46,0,0,0,0,72,0.18,1,38703,4,0,0,Fall,38383,40428,42612,38281
2019-11-14,2019,11,14,3,318,46,0,0,0,0,69,0.18,1,40241,4,0,0,Fall,38703,39007,42788,38680
2019-11-15,2019,11,15,4,319,46,0,0,0,0,65,0.18,0,52873,4,0,0,Fall,40241,36973,45060,39234
2019-11-16,2019,11,16,5,320,46,1,0,0,0,72,0.18,1,61297,4,0,0,Fall,52873,56964,45679,40172
2019-11-17,2019,11,17,6,321,46,1,0,0,0,73,0.18,0,53395,4,0,0,Fall,61297,49371,46254,40887
2019-11-18,2019,11,18,0,322,47,0,0,0,0,74,0.18,0,41664,4,0,0,Fall,53395,38887,46650,40879
2019-11-19,2019,11,19,1,323,47,0,0,0,0,66,0.18,0,39548,4,0,0,Fall,41664,38383,46817,40608
2019-11-20,2019,11,20,2,324,47,0,0,0,1,73,0.18,1,54679,4,0,0,Fall,39548,38703,49099,41393
2019-11-21,2019,11,21,3,325,47,0,0,0,1,72,0.18,0,46286,4,0,0,Fall,54679,40241,49963,41910
2019-11-22,2019,11,22,4,326,47,0,0,0,1,71,0.18,0,52763,4,0,0,Fall,46286,52873,49947,42693
2019-11-23,2019,11,23,5,327,47,1,0,0,1,67,0.18,0,67326,4,0,0,Fall,52763,61297,50808,43682
2019-11-24,2019,11,24,6,328,47,1,0,0,1,66,0.18,1,71432,4,0,0,Fall,67326,53395,53385,44653
2019-11-25,2019,11,25,0,329,48,0,0,0,1,71,0.18,1,46086,4,0,0,Fall,71432,41664,54017,44788
2019-11-26,2019,11,26,1,330,48,0,0,0,1,69,0.18,1,42122,4,0,0,Fall,46086,39548,54384,45014
2019-11-27,2019,11,27,2,331,48,0,0,0,1,70,0.18,1,50049,4,0,0,Fall,42122,54679,53723,45657
2019-11-28,2019,11,28,3,332,48,0,1,0,1,68,0.18,0,44751,4,0,0,Fall,50049,46286,53504,46283
2019-11-29,2019,11,29,4,333,48,0,0,0,1,66,0.18,1,59841,4,0,0,Fall,44751,52763,54515,47292
2019-11-30,2019,11,30,5,334,48,1,0,0,1,73,0.18,0,72909,4,0,1,Fall,59841,67326,55312,48368
2019-12-01,2019,12,1,6,335,48,1,0,1,0,62,0.15,0,73472,4,1,0,Winter,72909,71432,55604,49398
2019-12-02,2019,12,2,0,336,49,0,0,1,0,66,0.15,1,52611,4,0,0,Winter,73472,46086,56536,49386
2019-12-03,2019,12,3,1,337,49,0,0,1,0,67,0.15,0,47624,4,0,0,Winter,52611,42122,57322,49195
2019-12-04,2019,12,4,2,338,49,0,0,1,0,61,0.15,0,49588,4,0,0,Winter,47624,50049,57256,49751
2019-12-05,2019,12,5,3,339,49,0,0,1,0,65,0.15,0,47525,4,0,0,Winter,49588,44751,57652,50226
2019-12-06,2019,12,6,4,340,49,0,0,1,0,70,0.15,0,60698,4,0,0,Winter,47525,59841,57775,50902
2019-12-07,2019,12,7,5,341,49,1,0,1,0,67,0.15,0,80000,4,0,0,Winter,60698,72909,58788,52268
2019-12-08,2019,12,8,6,342,49,1,0,1,0,66,0.15,0,73523,4,0,0,Winter,80000,73472,58795,53487
2019-12-09,2019,12,9,0,343,50,0,0,1,0,70,0.15,0,49212,4,0,0,Winter,73523,52611,58310,53228
2019-12-10,2019,12,10,1,344,50,0,0,1,0,62,0.15,0,46925,4,0,0,Winter,49212,47624,58210,53147
2019-12-11,2019,12,11,2,345,50,0,0,1,0,60,0.15,0,44760,4,0,0,Winter,46925,49588,57520,53342
2019-12-12,2019,12,12,3,346,50,0,0,1,0,65,0.15,0,57484,4,0,0,Winter,44760,47525,58943,53979
2019-12-13,2019,12,13,4,347,50,0,0,1,0,67,0.15,0,66891,4,0,0,Winter,57484,60698,59827,54919
2019-12-14,2019,12,14,5,348,50,1,0,1,0,65,0.15,0,65619,4,0,0,Winter,66891,80000,57773,55765
2019-12-15,2019,12,15,6,349,50,1,0,1,0,64,0.15,0,75265,4,0,0,Winter,65619,73523,58022,56511
2019-12-16,2019,12,16,0,350,51,0,0,1,0,70,0.15,1,51464,4,0,0,Winter,75265,49212,58344,56183
2019-12-17,2019,12,17,1,351,51,0,0,1,0,67,0.15,0,45238,4,0,0,Winter,51464,46925,58103,55911
2019-12-18,2019,12,18,2,352,51,0,0,1,0,61,0.15,0,45042,4,0,0,Winter,45238,44760,58143,56024
2019-12-19,2019,12,19,3,353,51,0,0,1,0,60,0.15,0,57080,4,0,0,Winter,45042,57484,58085,56608
2019-12-20,2019,12,20,4,354,51,0,0,1,1,60,0.15,0,80000,4,0,0,Winter,57080,66891,59958,57452
2019-12-21,2019,12,21,5,355,51,1,0,1,1,63,0.15,0,80000,4,0,0,Winter,80000,65619,62012,58576
2019-12-22,2019,12,22,6,356,51,1,0,1,1,65,0.15,0,80000,4,0,0,Winter,80000,75265,62689,59484
2019-12-23,2019,12,23,0,357,52,0,0,1,1,68,0.15,1,73731,4,0,0,Winter,80000,51464,65870,59698
2019-12-24,2019,12,24,1,358,52,0,0,1,1,60,0.15,0,65992,4,0,0,Winter,73731,45238,68835,59516
2019-12-25,2019,12,25,2,359,52,0,1,1,1,60,0.15,0,80000,4,0,0,Winter,65992,45042,73829,60647
2019-12-26,2019,12,26,3,360,52,0,0,1,1,64,0.15,0,80000,4,0,0,Winter,80000,57080,77103,61909
2019-12-27,2019,12,27,4,361,52,0,0,1,1,69,0.15,0,80000,4,0,0,Winter,80000,80000,77103,62908
2019-12-28,2019,12,28,5,362,52,1,0,1,1,64,0.15,0,80000,4,0,0,Winter,80000,80000,77103,64083
2019-12-29,2019,12,29,6,363,52,1,0,1,1,64,0.15,0,80000,4,0,0,Winter,80000,80000,77103,64755
2019-12-30,2019,12,30,0,364,1,0,0,1,1,69,0.15,0,64770,4,0,0,Winter,80000,73731,75823,64483
2019-12-31,2019,12,31,1,365,1,0,0,1,1,65,0.15,0,65189,4,0,1,Winter,64770,65992,75708,64207
2020-01-01,2020,1,1,2,1,1,0,1,0,0,67,0.15,0,13547,1,1,0,Winter,65189,80000,66215,62905
2020-01-02,2020,1,2,3,2,1,0,0,0,0,62,0.15,0,18153,1,0,0,Winter,13547,80000,57379,61923
2020-01-03,2020,1,3,4,3,1,0,0,0,0,68,0.15,0,20549,1,0,0,Winter,18153,80000,48886,60955
2020-01-04,2020,1,4,5,4,1,1,0,0,0,60,0.15,0,19732,1,0,0,Winter,20549,80000,40277,60028
2020-01-05,2020,1,5,6,5,1,1,0,0,0,63,0.15,1,15366,1,0,0,Winter,19732,80000,31043,58517
2020-01-06,2020,1,6,0,6,2,0,0,0,0,68,0.15,0,13769,1,0,0,Winter,15366,64770,23757,56310
2020-01-07,2020,1,7,1,7,2,0,0,0,0,67,0.15,0,11131,1,0,0,Winter,13769,65189,16035,54230
2020-01-08,2020,1,8,2,8,2,0,0,0,0,69,0.15,0,12493,1,0,0,Winter,11131,13547,15884,53006
2020-01-09,2020,1,9,3,9,2,0,0,0,0,68,0.15,0,14385,1,0,0,Winter,12493,18153,15346,51921
2020-01-10,2020,1,10,4,10,2,0,0,0,0,60,0.15,0,15945,1,0,0,Winter,14385,20549,14688,50961
2020-01-11,2020,1,11,5,11,2,1,0,0,0,68,0.15,0,19087,1,0,0,Winter,15945,19732,14596,49681
2020-01-12,2020,1,12,6,12,2,1,0,0,0,62,0.15,0,18991,1,0,0,Winter,19087,15366,15114,48084
2020-01-13,2020,1,13,0,13,3,0,0,0,0,70,0.15,0,13077,1,0,0,Winter,18991,13769,15015,46333
2020-01-14,2020,1,14,1,14,3,0,0,0,0,69,0.15,0,11575,1,0,0,Winter,13077,11131,15079,44210
2020-01-15,2020,1,15,2,15,3,0,0,0,0,68,0.15,0,11851,1,0,0,Winter,11575,12493,14987,42889
2020-01-16,2020,1,16,3,16,3,0,0,0,0,60,0.15,0,13614,1,0,0,Winter,11851,14385,14877,41835
2020-01-17,2020,1,17,4,17,3,0,0,0,0,60,0.15,1,14499,1,0,0,Winter,13614,15945,14670,40817
2020-01-18,2020,1,18,5,18,3,1,0,0,0,68,0.15,0,20075,1,0,0,Winter,14499,19087,14811,39584
2020-01-19,2020,1,19,6,19,3,1,0,0,0,70,0.15,0,19175,1,0,0,Winter,20075,18991,14838,37556
2020-01-20,2020,1,20,0,20,4,0,1,0,0,65,0.15,0,12719,1,0,0,Winter,19175,13077,14786,35313
2020-01-21,2020,1,21,1,21,4,0,0,0,0,63,0.15,0,12383,1,0,0,Winter,12719,11575,14902,33059
2020-01-22,2020,1,22,2,22,4,0,0,0,0,66,0.15,0,13148,1,0,0,Winter,12383,11851,15087,31040
2020-01-23,2020,1,23,3,23,4,0,0,0,0,64,0.15,0,13192,1,0,0,Winter,13148,13614,15027,29280
2020-01-24,2020,1,24,4,24,4,0,0,0,0,69,0.15,0,15013,1,0,0,Winter,13192,14499,15100,27114
2020-01-25,2020,1,25,5,25,4,1,0,0,0,66,0.15,0,18148,1,0,0,Winter,15013,20075,14825,25052
2020-01-26,2020,1,26,6,26,4,1,0,0,0,67,0.15,0,18290,1,0,0,Winter,18148,19175,14699,22995
2020-01-27,2020,1,27,0,27,5,0,0,0,0,67,0.15,0,11969,1,0,0,Winter,18290,12719,14591,20727
2020-01-28,2020,1,28,1,28,5,0,0,0,0,60,0.15,0,11730,1,0,0,Winter,11969,12383,14498,18452
2020-01-29,2020,1,29,2,29,5,0,0,0,0,67,0.15,0,11976,1,0,0,Winter,11730,13148,14331,16692
2020-01-30,2020,1,30,3,30,5,0,0,0,0,65,0.15,1,12632,1,0,0,Winter,11976,13192,14251,14940
2020-01-31,2020,1,31,4,31,5,0,0,0,0,63,0.15,1,12784,1,0,1,Winter,12632,15013,13932,14915
2020-02-01,2020,2,1,5,32,5,1,0,0,0,70,0.18,0,17176,1,1,0,Winter,12784,18148,13793,14882
2020-02-02,2020,2,2,6,33,5,1,0,0,0,65,0.18,0,13786,1,0,0,Winter,17176,18290,13150,14657
2020-02-03,2020,2,3,0,34,6,0,0,0,0,66,0.18,0,11459,1,0,0,Winter,13786,11969,13077,14381
2020-02-04,2020,2,4,1,35,6,0,0,0,0,68,0.18,0,9585,1,0,0,Winter,11459,11730,12771,14188
2020-02-05,2020,2,5,2,36,6,0,0,0,0,73,0.18,0,12901,1,0,0,Winter,9585,11976,12903,14159
2020-02-06,2020,2,6,3,37,6,0,0,0,0,69,0.18,0,11576,1,0,0,Winter,12901,12632,12752,14174
2020-02-07,2020,2,7,4,38,6,0,0,0,0,66,0.18,0,13804,1,0,0,Winter,11576,12784,12898,14218
2020-02-08,2020,2,8,5,39,6,1,0,0,0,66,0.18,0,16965,1,0,0,Winter,13804,17176,12868,14304
2020-02-09,2020,2,9,6,40,6,1,0,0,0,69,0.18,1,16020,1,0,0,Winter,16965,13786,13187,14306
2020-02-10,2020,2,10,0,41,7,0,0,0,0,68,0.18,0,12543,1,0,0,Winter,16020,11459,13342,14088
2020-02-11,2020,2,11,1,42,7,0,0,0,0,73,0.18,0,10179,1,0,0,Winter,12543,9585,13426,13794
2020-02-12,2020,2,12,2,43,7,0,0,0,0,70,0.18,0,10961,1,0,0,Winter,10179,12901,13149,13724
2020-02-13,2020,2,13,3,44,7,0,0,0,0,63,0.18,0,12934,1,0,0,Winter,10961,11576,13343,13769
2020-02-14,2020,2,14,4,45,7,0,0,0,0,72,0.18,0,15736,1,0,0,Winter,12934,13804,13619,13899
2020-02-15,2020,2,15,5,46,7,1,0,0,0,73,0.18,0,16119,1,0,0,Winter,15736,16965,13498,13982
2020-02-16,2020,2,16,6,47,7,1,0,0,0,69,0.18,0,13510,1,0,0,Winter,16119,16020,13140,13949
2020-02-17,2020,2,17,0,48,8,0,1,0,0,69,0.18,0,11757,1,0,0,Winter,13510,12543,13028,13672
2020-02-18,2020,2,18,1,49,8,0,0,0,0,73,0.18,0,12411,1,0,0,Winter,11757,10179,13346,13446
2020-02-19,2020,2,19,2,50,8,0,0,0,0,69,0.18,1,12168,1,0,0,Winter,12411,10961,13519,13428
2020-02-20,2020,2,20,3,51,8,0,0,0,0,69,0.18,0,12838,1,0,0,Winter,12168,12934,13505,13443
2020-02-21,2020,2,21,4,52,8,0,0,0,0,72,0.18,1,13449,1,0,0,Winter,12838,15736,13178,13453
2020-02-22,2020,2,22,5,53,8,1,0,0,0,72,0.18,0,15868,1,0,0,Winter,13449,16119,13143,13542
2020-02-23,2020,2,23,6,54,8,1,0,0,0,70,0.18,1,16824,1,0,0,Winter,15868,13510,13616,13603
2020-02-24,2020,2,24,0,55,9,0,0,0,0,71,0.18,0,10014,1,0,0,Winter,16824,11757,13367,13332
2020-02-25,2020,2,25,1,56,9,0,0,0,0,71,0.18,0,12495,1,0,0,Winter,10014,12411,13379,13138
2020-02-26,2020,2,26,2,57,9,0,0,0,0,64,0.18,0,11093,1,0,0,Winter,12495,12168,13225,13109
2020-02-27,2020,2,27,3,58,9,0,0,0,0,69,0.18,0,12575,1,0,0,Winter,11093,12838,13188,13137
2020-02-28,2020,2,28,4,59,9,0,0,0,0,69,0.18,0,12482,1,0,0,Winter,12575,13449,13050,13154
2020-02-29,2020,2,29,5,60,9,1,0,0,0,66,0.18,0,17796,1,0,1,Winter,12482,15868,13325,13326
2020-03-01,2020,3,1,6,61,9,1,0,1,1,75,0.2,0,21668,1,1,0,Spring,17796,16824,14017,13623
2020-03-02,2020,3,2,0,62,10,0,0,1,1,74,0.2,1,14534,1,0,0,Spring,21668,10014,14663,13535
2020-03-03,2020,3,3,1,63,10,0,0,1,1,67,0.2,0,17528,1,0,0,Spring,14534,12495,15382,13659
2020-03-04,2020,3,4,2,64,10,0,0,1,1,68,0.2,1,20193,1,0,0,Spring,17528,11093,16682,13950
2020-03-05,2020,3,5,3,65,10,0,0,1,1,68,0.2,0,18546,1,0,0,Spring,20193,12575,17535,14249
2020-03-06,2020,3,6,4,66,10,0,0,1,1,77,0.2,0,23252,1,0,0,Spring,18546,12482,19073,14594
2020-03-07,2020,3,7,5,67,10,1,0,1,1,74,0.2,0,26649,1,0,0,Spring,23252,17796,20338,15097
2020-03-08,2020,3,8,6,68,10,1,0,1,1,67,0.2,0,26824,1,0,0,Spring,26649,21668,21075,15531
2020-03-09,2020,3,9,0,69,11,0,0,1,1,70,0.2,0,19597,1,0,0,Spring,26824,14534,21798,15618
2020-03-10,2020,3,10,1,70,11,0,0,1,1,76,0.2,0,24966,1,0,0,Spring,19597,17528,22861,15916
2020-03-11,2020,3,11,2,71,11,0,0,1,1,71,0.2,0,22622,1,0,0,Spring,24966,20193,23208,16252
2020-03-12,2020,3,12,3,72,11,0,0,1,1,75,0.2,0,24132,1,0,0,Spring,22622,18546,24006,16718
2020-03-13,2020,3,13,4,73,11,0,0,1,1,73,0.2,0,35074,1,0,0,Spring,24132,23252,25694,17521
2020-03-14,2020,3,14,5,74,11,1,0,1,1,74,0.2,0,36530,1,0,0,Spring,35074,26649,27106,18308
2020-03-15,2020,3,15,6,75,11,1,0,1,1,77,0.2,0,25896,1,0,0,Spring,36530,26824,26973,18647
2020-03-16,2020,3,16,0,76,12,0,0,1,1,75,0.2,0,22053,1,0,0,Spring,25896,19597,27324,18844
2020-03-17,2020,3,17,1,77,12,0,0,1,1,73,0.2,0,23857,1,0,0,Spring,22053,24966,27166,19189
2020-03-18,2020,3,18,2,78,12,0,0,1,1,71,0.2,0,28413,1,0,0,Spring,23857,22622,27993,19744
2020-03-19,2020,3,19,3,79,12,0,0,1,1,71,0.2,1,25881,1,0,0,Spring,28413,24132,28243,20193
2020-03-20,2020,3,20,4,80,12,0,0,1,1,76,0.2,0,31800,1,0,0,Spring,25881,35074,27775,20848
2020-03-21,2020,3,21,5,81,12,1,0,1,1,77,0.2,0,36963,1,0,0,Spring,31800,36530,27837,21652
2020-03-22,2020,3,22,6,82,12,1,0,1,1,72,0.2,0,29735,1,0,0,Spring,36963,25896,28386,22195
2020-03-23,2020,3,23,0,83,13,0,0,1,1,71,0.2,0,22806,1,0,0,Spring,29735,22053,28493,22426
2020-03-24,2020,3,24,1,84,13,0,0,1,1,77,0.2,0,25377,1,0,0,Spring,22806,23857,28710,22711
2020-03-25,2020,3,25,2,85,13,0,0,1,1,75,0.2,0,25513,1,0,0,Spring,25377,28413,28296,23228
2020-03-26,2020,3,26,3,86,13,0,0,1,1,69,0.2,0,23803,1,0,0,Spring,25513,25881,27999,23605
2020-03-27,2020,3,27,4,87,13,0,0,1,1,69,0.2,0,30002,1,0,0,Spring,23803,31800,27742,24235
2020-03-28,2020,3,28,5,88,13,1,0,1,1,73,0.2,1,44642,1,0,0,Spring,30002,36963,28839,25304
2020-03-29,2020,3,29,6,89,13,1,0,1,1,73,0.2,0,28619,1,0,0,Spring,44642,29735,28680,25842
2020-03-30,2020,3,30,0,90,14,0,0,1,1,72,0.2,0,26310,1,0,0,Spring,28619,22806,29180,26126
2020-03-31,2020,3,31,1,91,14,0,0,1,1,69,0.2,0,19574,1,0,1,Spring,26310,25377,28351,26056
2020-04-01,2020,4,1,2,92,14,0,0,1,1,79,0.22,1,26048,2,1,0,Spring,19574,25513,28428,26440
2020-04-02,2020,4,2,3,93,14,0,0,1,1,77,0.22,1,26618,2,0,0,Spring,26048,23803,28830,26743
2020-04-03,2020,4,3,4,94,14,0,0,1,1,79,0.22,1,34518,2,0,0,Spring,26618,30002,29475,27220
2020-04-04,2020,4,4,5,95,14,1,0,1,1,74,0.22,1,35698,2,0,0,Spring,34518,44642,28197,27792
2020-04-05,2020,4,5,6,96,14,1,0,1,1,78,0.22,0,41064,2,0,0,Spring,35698,28619,29975,28386
2020-04-06,2020,4,6,0,97,15,0,0,1,1,80,0.22,0,25104,2,0,0,Spring,41064,26310,29803,28334
2020-04-07,2020,4,7,1,98,15,0,0,1,1,73,0.22,0,24022,2,0,0,Spring,25104,19574,30438,28241
2020-04-08,2020,4,8,2,99,15,0,0,1,1,76,0.22,0,28029,2,0,0,Spring,24022,26048,30721,28522
2020-04-09,2020,4,9,3,100,15,0,0,1,1,83,0.22,0,27678,2,0,0,Spring,28029,26618,30873,28612
2020-04-10,2020,4,10,4,101,15,0,0,1,1,73,0.22,1,32737,2,0,0,Spring,27678,34518,30618,28949
2020-04-11,2020,4,11,5,102,15,1,0,1,1,73,0.22,0,39204,2,0,0,Spring,32737,35698,31119,29452
2020-04-12,2020,4,12,6,103,15,1,0,1,1,82,0.22,0,36505,2,0,0,Spring,39204,41064,30468,29499
2020-04-13,2020,4,13,0,104,16,0,0,1,1,83,0.22,1,26634,2,0,0,Spring,36505,25104,30687,29170
2020-04-14,2020,4,14,1,105,16,0,0,1,1,80,0.22,0,24766,2,0,0,Spring,26634,24022,30793,29132
2020-04-15,2020,4,15,2,106,16,0,0,1,1,79,0.22,0,24915,2,0,0,Spring,24766,28029,30348,29227
2020-04-16,2020,4,16,3,107,16,0,0,1,1,82,0.22,1,28816,2,0,0,Spring,24915,27678,30511,29393
2020-04-17,2020,4,17,4,108,16,0,0,1,1,73,0.22,1,36639,2,0,0,Spring,28816,32737,31068,29667
2020-04-18,2020,4,18,5,109,16,1,0,1,1,83,0.22,0,40182,2,0,0,Spring,36639,39204,31208,30144
2020-04-19,2020,4,19,6,110,16,1,0,1,1,74,0.22,1,35636,2,0,0,Spring,40182,36505,31084,30271
2020-04-20,2020,4,20,0,111,17,0,0,1,1,76,0.22,0,25147,2,0,0,Spring,35636,26634,30871,29878
2020-04-21,2020,4,21,1,112,17,0,0,1,1,73,0.22,1,18881,2,0,0,Spring,25147,24766,30030,29516
2020-04-22,2020,4,22,2,113,17,0,0,1,1,75,0.22,0,19134,2,0,0,Spring,18881,24915,29205,29393
2020-04-23,2020,4,23,3,114,17,0,0,1,1,80,0.22,0,19816,2,0,0,Spring,19134,28816,27919,29208
2020-04-24,2020,4,24,4,115,17,0,0,1,1,80,0.22,0,21454,2,0,0,Spring,19816,36639,25750,29073
2020-04-25,2020,4,25,5,116,17,1,0,1,1,80,0.22,0,26897,2,0,0,Spring,21454,40182,23852,29176
2020-04-26,2020,4,26,6,117,17,1,0,1,1,78,0.22,0,23861,2,0,0,Spring,26897,35636,22170,28971
2020-04-27,2020,4,27,0,118,18,0,0,1,1,78,0.22,0,21179,2,0,0,Spring,23861,25147,21603,28189
2020-04-28,2020,4,28,1,119,18,0,0,1,1,77,0.22,0,18631,2,0,0,Spring,21179,18881,21567,27856
2020-04-29,2020,4,29,2,120,18,0,0,1,1,81,0.22,1,19917,2,0,0,Spring,18631,19134,21679,27643
2020-04-30,2020,4,30,3,121,18,0,0,1,1,76,0.22,1,20423,2,0,1,Spring,19917,19816,21766,27671
2020-05-01,2020,5,1,4,122,18,0,0,0,0,86,0.28,0,21326,2,1,0,Spring,20423,21454,21747,27514
2020-05-02,2020,5,2,5,123,18,1,0,0,0,83,0.28,0,22600,2,0,0,Spring,21326,26897,21133,27380
2020-05-03,2020,5,3,6,124,18,1,0,0,0,77,0.28,0,20912,2,0,0,Spring,22600,23861,20712,26926
2020-05-04,2020,5,4,0,125,19,0,0,0,0,85,0.28,0,14655,2,0,0,Spring,20912,21179,19780,26225
2020-05-05,2020,5,5,1,126,19,0,0,0,0,83,0.28,0,14323,2,0,0,Spring,14655,18631,19165,25334
2020-05-06,2020,5,6,2,127,19,0,0,0,0,86,0.28,0,15703,2,0,0,Spring,14323,19917,18563,25020
2020-05-07,2020,5,7,3,128,19,0,0,0,0,85,0.28,0,17287,2,0,0,Spring,15703,20423,18115,24796
2020-05-08,2020,5,8,4,129,19,0,0,0,0,83,0.28,1,19151,2,0,0,Spring,17287,21326,17804,24500
2020-05-09,2020,5,9,5,130,19,1,0,0,0,78,0.28,0,20386,2,0,0,Spring,19151,22600,17488,24257
2020-05-10,2020,5,10,6,131,19,1,0,0,0,82,0.28,0,22971,2,0,0,Spring,20386,20912,17782,23931
2020-05-11,2020,5,11,0,132,20,0,0,0,0,86,0.28,0,17527,2,0,0,Spring,22971,14655,18192,23209
2020-05-12,2020,5,12,1,133,20,0,0,0,0,87,0.28,0,17360,2,0,0,Spring,17527,14323,18626,22570
2020-05-13,2020,5,13,2,134,20,0,0,0,0,80,0.28,0,16093,2,0,0,Spring,17360,15703,18682,22219
2020-05-14,2020,5,14,3,135,20,0,0,0,0,79,0.28,0,17262,2,0,0,Spring,16093,17287,18678,21969
2020-05-15,2020,5,15,4,136,20,0,0,0,0,78,0.28,1,18249,2,0,0,Spring,17262,19151,18549,21747
2020-05-16,2020,5,16,5,137,20,1,0,0,0,82,0.28,1,26405,2,0,0,Spring,18249,20386,19409,21666
2020-05-17,2020,5,17,6,138,20,1,0,0,0,84,0.28,0,19485,2,0,0,Spring,26405,22971,18911,21095
2020-05-18,2020,5,18,0,139,21,0,0,0,0,82,0.28,0,17896,2,0,0,Spring,19485,17527,18964,20352
2020-05-19,2020,5,19,1,140,21,0,0,0,0,85,0.28,1,15697,2,0,0,Spring,17896,17360,18726,19687
2020-05-20,2020,5,20,2,141,21,0,0,0,0,81,0.28,0,15577,2,0,0,Spring,15697,16093,18653,19368
2020-05-21,2020,5,21,3,142,21,0,0,0,0,78,0.28,1,15786,2,0,0,Spring,15577,17262,18442,19265
2020-05-22,2020,5,22,4,143,21,0,0,0,0,84,0.28,0,24109,2,0,0,Spring,15786,18249,19279,19431
2020-05-23,2020,5,23,5,144,21,1,0,0,0,85,0.28,0,24488,2,0,0,Spring,24109,26405,19005,19587
2020-05-24,2020,5,24,6,145,21,1,0,0,0,86,0.28,0,20825,2,0,0,Spring,24488,19485,19196,19566
2020-05-25,2020,5,25,0,146,22,0,1,0,0,80,0.28,1,16647,2,0,0,Spring,20825,17896,19018,19224
2020-05-26,2020,5,26,1,147,22,0,0,0,0,82,0.28,0,14598,2,0,0,Spring,16647,15697,18861,18915
2020-05-27,2020,5,27,2,148,22,0,0,0,0,87,0.28,0,16364,2,0,0,Spring,14598,15577,18973,18755
2020-05-28,2020,5,28,3,149,22,0,0,0,0,86,0.28,0,15662,2,0,0,Spring,16364,15786,18956,18656
2020-05-29,2020,5,29,4,150,22,0,0,0,0,84,0.28,0,18415,2,0,0,Spring,15662,24109,18142,18606
2020-05-30,2020,5,30,5,151,22,1,0,0,0,85,0.28,0,25053,2,0,0,Spring,18415,24488,18223,18760
