date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors
2018-12-22,2018,12,22,5,356,51,1,0,1,1,64,0.15,1,80000
2018-12-23,2018,12,23,6,357,51,1,0,1,1,60,0.15,0,80000
2018-12-24,2018,12,24,0,358,52,0,0,1,1,66,0.15,1,72423
2018-12-25,2018,12,25,1,359,52,0,1,1,1,68,0.15,0,68371
2018-12-26,2018,12,26,2,360,52,0,0,1,1,70,0.15,1,78778
2018-12-27,2018,12,27,3,361,52,0,0,1,1,60,0.15,0,80000
2018-12-28,2018,12,28,4,362,52,0,0,1,1,69,0.15,1,80000
2018-12-29,2018,12,29,5,363,52,1,0,1,1,63,0.15,0,80000
2018-12-30,2018,12,30,6,364,52,1,0,1,1,62,0.15,0,80000
2018-12-31,2018,12,31,0,365,1,0,0,1,1,64,0.15,0,80000
2019-01-01,2019,1,1,1,1,1,0,1,0,0,66,0.15,0,44530
2019-01-02,2019,1,2,2,2,1,0,0,0,0,67,0.15,0,55878
2019-01-03,2019,1,3,3,3,1,0,0,0,0,61,0.15,0,58140
2019-01-04,2019,1,4,4,4,1,0,0,0,0,66,0.15,0,39140
2019-01-05,2019,1,5,5,5,1,1,0,0,0,60,0.15,0,50801
2019-01-06,2019,1,6,6,6,1,1,0,0,0,66,0.15,0,55429
2019-01-07,2019,1,7,0,7,2,0,0,0,0,67,0.15,0,31850
2019-01-08,2019,1,8,1,8,2,0,0,0,0,61,0.15,0,30477
2019-01-09,2019,1,9,2,9,2,0,0,0,0,68,0.15,0,35290
2019-01-10,2019,1,10,3,10,2,0,0,0,0,60,0.15,0,33689
2019-01-11,2019,1,11,4,11,2,0,0,0,0,65,0.15,0,39442
2019-01-12,2019,1,12,5,12,2,1,0,0,0,60,0.15,0,48429
2019-01-13,2019,1,13,6,13,2,1,0,0,0,62,0.15,0,47108
2019-01-14,2019,1,14,0,14,3,0,0,0,0,70,0.15,1,41309
2019-01-15,2019,1,15,1,15,3,0,0,0,0,65,0.15,0,32978
2019-01-16,2019,1,16,2,16,3,0,0,0,0,62,0.15,0,33205
2019-01-17,2019,1,17,3,17,3,0,0,0,0,67,0.15,1,44325
2019-01-18,2019,1,18,4,18,3,0,0,0,0,64,0.15,0,41481
2019-01-19,2019,1,19,5,19,3,1,0,0,0,61,0.15,0,46986
2019-01-20,2019,1,20,6,20,3,1,0,0,0,63,0.15,0,48572
2019-01-21,2019,1,21,0,21,4,0,1,0,0,68,0.15,0,34893
2019-01-22,2019,1,22,1,22,4,0,0,0,0,63,0.15,0,29831
2019-01-23,2019,1,23,2,23,4,0,0,0,0,69,0.15,0,34646
2019-01-24,2019,1,24,3,24,4,0,0,0,0,69,0.15,0,41975
2019-01-25,2019,1,25,4,25,4,0,0,0,0,67,0.15,0,40834
2019-01-26,2019,1,26,5,26,4,1,0,0,0,64,0.15,0,57295
2019-01-27,2019,1,27,6,27,4,1,0,0,0,70,0.15,1,53667
2019-01-28,2019,1,28,0,28,5,0,0,0,0,70,0.15,0,36601
2019-01-29,2019,1,29,1,29,5,0,0,0,0,69,0.15,0,35195
2019-01-30,2019,1,30,2,30,5,0,0,0,0,60,0.15,0,37429
2019-01-31,2019,1,31,3,31,5,0,0,0,0,66,0.15,1,38302
2019-02-01,2019,2,1,4,32,5,0,0,0,0,65,0.18,0,47975
2019-02-02,2019,2,2,5,33,5,1,0,0,0,72,0.18,0,56090
2019-02-03,2019,2,3,6,34,5,1,0,0,0,70,0.18,0,53620
2019-02-04,2019,2,4,0,35,6,0,0,0,0,65,0.18,0,37492
2019-02-05,2019,2,5,1,36,6,0,0,0,0,63,0.18,0,27101
2019-02-06,2019,2,6,2,37,6,0,0,0,0,67,0.18,0,39111
2019-02-07,2019,2,7,3,38,6,0,0,0,0,64,0.18,1,38645
2019-02-08,2019,2,8,4,39,6,0,0,0,0,73,0.18,0,37574
2019-02-09,2019,2,9,5,40,6,1,0,0,0,66,0.18,0,50123
2019-02-10,2019,2,10,6,41,6,1,0,0,0,63,0.18,0,50044
2019-02-11,2019,2,11,0,42,7,0,0,0,0,71,0.18,0,39297
2019-02-12,2019,2,12,1,43,7,0,0,0,0,68,0.18,0,31079
2019-02-13,2019,2,13,2,44,7,0,0,0,0,70,0.18,0,33895
2019-02-14,2019,2,14,3,45,7,0,0,0,0,73,0.18,0,37530
2019-02-15,2019,2,15,4,46,7,0,0,0,0,66,0.18,0,42990
2019-02-16,2019,2,16,5,47,7,1,0,0,0,71,0.18,0,52453
2019-02-17,2019,2,17,6,48,7,1,0,0,0,64,0.18,1,50062
2019-02-18,2019,2,18,0,49,8,0,1,0,0,71,0.18,0,30175
2019-02-19,2019,2,19,1,50,8,0,0,0,0,67,0.18,0,32353
2019-02-20,2019,2,20,2,51,8,0,0,0,0,68,0.18,0,36060
2019-02-21,2019,2,21,3,52,8,0,0,0,0,65,0.18,1,35587
2019-02-22,2019,2,22,4,53,8,0,0,0,0,66,0.18,1,44280
2019-02-23,2019,2,23,5,54,8,1,0,0,0,68,0.18,0,47473
2019-02-24,2019,2,24,6,55,8,1,0,0,0,69,0.18,0,48408
2019-02-25,2019,2,25,0,56,9,0,0,0,0,63,0.18,0,35558
2019-02-26,2019,2,26,1,57,9,0,0,0,0,69,0.18,0,33135
2019-02-27,2019,2,27,2,58,9,0,0,0,0,63,0.18,1,27203
2019-02-28,2019,2,28,3,59,9,0,0,0,0,67,0.18,0,35430
2019-03-01,2019,3,1,4,60,9,0,0,1,1,72,0.2,1,65595
2019-03-02,2019,3,2,5,61,9,1,0,1,1,68,0.2,0,73486
2019-03-03,2019,3,3,6,62,9,1,0,1,1,76,0.2,0,73532
2019-03-04,2019,3,4,0,63,10,0,0,1,1,75,0.2,0,51658
2019-03-05,2019,3,5,1,64,10,0,0,1,1,76,0.2,0,55102
2019-03-06,2019,3,6,2,65,10,0,0,1,1,72,0.2,0,54520
2019-03-07,2019,3,7,3,66,10,0,0,1,1,73,0.2,0,55706
2019-03-08,2019,3,8,4,67,10,0,0,1,1,76,0.2,0,59256
2019-03-09,2019,3,9,5,68,10,1,0,1,1,74,0.2,0,78698
2019-03-10,2019,3,10,6,69,10,1,0,1,1,77,0.2,0,80000
2019-03-11,2019,3,11,0,70,11,0,0,1,1,76,0.2,0,61881
2019-03-12,2019,3,12,1,71,11,0,0,1,1,67,0.2,0,63770
2019-03-13,2019,3,13,2,72,11,0,0,1,1,74,0.2,0,74485
2019-03-14,2019,3,14,3,73,11,0,0,1,1,70,0.2,0,75256
2019-03-15,2019,3,15,4,74,11,0,0,1,1,76,0.2,0,80000
2019-03-16,2019,3,16,5,75,11,1,0,1,1,74,0.2,0,80000
2019-03-17,2019,3,17,6,76,11,1,0,1,1,72,0.2,0,80000
2019-03-18,2019,3,18,0,77,12,0,0,1,1,77,0.2,0,79237
2019-03-19,2019,3,19,1,78,12,0,0,1,1,75,0.2,0,60864
2019-03-20,2019,3,20,2,79,12,0,0,1,1,77,0.2,0,74032
2019-03-21,2019,3,21,3,80,12,0,0,1,1,70,0.2,0,80000
2019-03-22,2019,3,22,4,81,12,0,0,1,1,68,0.2,1,80000
2019-03-23,2019,3,23,5,82,12,1,0,1,1,68,0.2,0,80000
2019-03-24,2019,3,24,6,83,12,1,0,1,1,71,0.2,0,80000
2019-03-25,2019,3,25,0,84,13,0,0,1,1,76,0.2,0,71749
2019-03-26,2019,3,26,1,85,13,0,0,1,1,75,0.2,0,58631
2019-03-27,2019,3,27,2,86,13,0,0,1,1,69,0.2,1,73724
2019-03-28,2019,3,28,3,87,13,0,0,1,1,74,0.2,0,80000
2019-03-29,2019,3,29,4,88,13,0,0,1,1,70,0.2,0,77600
2019-03-30,2019,3,30,5,89,13,1,0,1,1,72,0.2,0,80000
2019-03-31,2019,3,31,6,90,13,1,0,1,1,76,0.2,0,80000
2019-04-01,2019,4,1,0,91,14,0,0,1,1,78,0.22,0,77195
2019-04-02,2019,4,2,1,92,14,0,0,1,1,75,0.22,0,72748
2019-04-03,2019,4,3,2,93,14,0,0,1,1,77,0.22,0,80000
2019-04-04,2019,4,4,3,94,14,0,0,1,1,75,0.22,0,80000
2019-04-05,2019,4,5,4,95,14,0,0,1,1,83,0.22,1,80000
2019-04-06,2019,4,6,5,96,14,1,0,1,1,83,0.22,0,80000
2019-04-07,2019,4,7,6,97,14,1,0,1,1,73,0.22,0,80000
2019-04-08,2019,4,8,0,98,15,0,0,1,1,79,0.22,1,68701
2019-04-09,2019,4,9,1,99,15,0,0,1,1,76,0.22,0,62163
2019-04-10,2019,4,10,2,100,15,0,0,1,1,79,0.22,1,80000
2019-04-11,2019,4,11,3,101,15,0,0,1,1,75,0.22,0,80000
2019-04-12,2019,4,12,4,102,15,0,0,1,1,83,0.22,0,80000
2019-04-13,2019,4,13,5,103,15,1,0,1,1,77,0.22,0,80000
2019-04-14,2019,4,14,6,104,15,1,0,1,1,77,0.22,0,80000
2019-04-15,2019,4,15,0,105,16,0,0,1,1,74,0.22,0,80000
2019-04-16,2019,4,16,1,106,16,0,0,1,1,83,0.22,0,71071
2019-04-17,2019,4,17,2,107,16,0,0,1,1,82,0.22,0,80000
2019-04-18,2019,4,18,3,108,16,0,0,1,1,74,0.22,0,76700
2019-04-19,2019,4,19,4,109,16,0,0,1,1,76,0.22,0,80000
2019-04-20,2019,4,20,5,110,16,1,0,1,1,76,0.22,0,80000
2019-04-21,2019,4,21,6,111,16,1,0,1,1,76,0.22,1,76732
2019-04-22,2019,4,22,0,112,17,0,0,1,1,78,0.22,0,47882
2019-04-23,2019,4,23,1,113,17,0,0,1,1,74,0.22,1,50950
2019-04-24,2019,4,24,2,114,17,0,0,1,1,78,0.22,0,61741
2019-04-25,2019,4,25,3,115,17,0,0,1,1,79,0.22,0,54710
2019-04-26,2019,4,26,4,116,17,0,0,1,1,83,0.22,1,70370
2019-04-27,2019,4,27,5,117,17,1,0,1,1,82,0.22,0,80000
2019-04-28,2019,4,28,6,118,17,1,0,1,1,75,0.22,0,75140
2019-04-29,2019,4,29,0,119,18,0,0,1,1,83,0.22,0,57842
2019-04-30,2019,4,30,1,120,18,0,0,1,1,80,0.22,0,48763
2019-05-01,2019,5,1,2,121,18,0,0,0,0,78,0.28,0,45594
2019-05-02,2019,5,2,3,122,18,0,0,0,0,87,0.28,1,45803
2019-05-03,2019,5,3,4,123,18,0,0,0,0,84,0.28,0,51083
2019-05-04,2019,5,4,5,124,18,1,0,0,0,87,0.28,0,60997
2019-05-05,2019,5,5,6,125,18,1,0,0,0,81,0.28,0,70189
2019-05-06,2019,5,6,0,126,19,0,0,0,0,78,0.28,0,51686
2019-05-07,2019,5,7,1,127,19,0,0,0,0,83,0.28,0,43203
2019-05-08,2019,5,8,2,128,19,0,0,0,0,78,0.28,0,45136
2019-05-09,2019,5,9,3,129,19,0,0,0,0,82,0.28,0,51823
2019-05-10,2019,5,10,4,130,19,0,0,0,0,86,0.28,1,53506
2019-05-11,2019,5,11,5,131,19,1,0,0,0,79,0.28,0,62476
2019-05-12,2019,5,12,6,132,19,1,0,0,0,85,0.28,0,71131
2019-05-13,2019,5,13,0,133,20,0,0,0,0,79,0.28,1,42947
2019-05-14,2019,5,14,1,134,20,0,0,0,0,87,0.28,0,51138
2019-05-15,2019,5,15,2,135,20,0,0,0,0,79,0.28,0,41496
2019-05-16,2019,5,16,3,136,20,0,0,0,0,81,0.28,0,44832
2019-05-17,2019,5,17,4,137,20,0,0,0,0,83,0.28,1,58972
2019-05-18,2019,5,18,5,138,20,1,0,0,0,84,0.28,0,72468
2019-05-19,2019,5,19,6,139,20,1,0,0,0,87,0.28,1,71881
2019-05-20,2019,5,20,0,140,21,0,0,0,0,83,0.28,0,48351
2019-05-21,2019,5,21,1,141,21,0,0,0,0,85,0.28,1,43197
2019-05-22,2019,5,22,2,142,21,0,0,0,0,81,0.28,0,48509
2019-05-23,2019,5,23,3,143,21,0,0,0,0,86,0.28,0,56915
2019-05-24,2019,5,24,4,144,21,0,0,0,0,87,0.28,0,56392
2019-05-25,2019,5,25,5,145,21,1,0,0,0,79,0.28,1,72139
2019-05-26,2019,5,26,6,146,21,1,0,0,0,82,0.28,0,62000
2019-05-27,2019,5,27,0,147,22,0,1,0,0,81,0.28,0,49725
2019-05-28,2019,5,28,1,148,22,0,0,0,0,80,0.28,0,43214
2019-05-29,2019,5,29,2,149,22,0,0,0,0,78,0.28,0,50522
2019-05-30,2019,5,30,3,150,22,0,0,0,0,83,0.28,0,45848
2019-05-31,2019,5,31,4,151,22,0,0,0,0,81,0.28,0,60413
2019-06-01,2019,6,1,5,152,22,1,0,1,1,84,0.45,1,80000
2019-06-02,2019,6,2,6,153,22,1,0,1,1,88,0.45,1,80000
2019-06-03,2019,6,3,0,154,23,0,0,1,1,89,0.45,0,57615
2019-06-04,2019,6,4,1,155,23,0,0,1,1,89,0.45,1,51120
2019-06-05,2019,6,5,2,156,23,0,0,1,1,83,0.45,0,59017
2019-06-06,2019,6,6,3,157,23,0,0,1,1,83,0.45,0,54394
2019-06-07,2019,6,7,4,158,23,0,0,1,1,85,0.45,0,67298
2019-06-08,2019,6,8,5,159,23,1,0,1,1,85,0.45,1,80000
2019-06-09,2019,6,9,6,160,23,1,0,1,1,90,0.45,1,80000
2019-06-10,2019,6,10,0,161,24,0,0,1,1,82,0.45,0,55746
2019-06-11,2019,6,11,1,162,24,0,0,1,1,81,0.45,0,51832
2019-06-12,2019,6,12,2,163,24,0,0,1,1,88,0.45,0,55252
2019-06-13,2019,6,13,3,164,24,0,0,1,1,83,0.45,1,56270
2019-06-14,2019,6,14,4,165,24,0,0,1,1,81,0.45,1,74866
2019-06-15,2019,6,15,5,166,24,1,0,1,1,81,0.45,1,71658
2019-06-16,2019,6,16,6,167,24,1,0,1,1,91,0.45,0,80000
2019-06-17,2019,6,17,0,168,25,0,0,1,1,82,0.45,1,68044
2019-06-18,2019,6,18,1,169,25,0,0,1,1,86,0.45,1,44810
2019-06-19,2019,6,19,2,170,25,0,0,1,1,86,0.45,1,63606
2019-06-20,2019,6,20,3,171,25,0,0,1,1,83,0.45,1,70555
2019-06-21,2019,6,21,4,172,25,0,0,1,1,84,0.45,0,72295
2019-06-22,2019,6,22,5,173,25,1,0,1,1,82,0.45,0,73274
2019-06-23,2019,6,23,6,174,25,1,0,1,1,82,0.45,1,80000
2019-06-24,2019,6,24,0,175,26,0,0,1,1,87,0.45,1,54523
2019-06-25,2019,6,25,1,176,26,0,0,1,1,81,0.45,1,60373
2019-06-26,2019,6,26,2,177,26,0,0,1,1,87,0.45,1,68912
2019-06-27,2019,6,27,3,178,26,0,0,1,1,81,0.45,1,60052
2019-06-28,2019,6,28,4,179,26,0,0,1,1,86,0.45,0,66989
2019-06-29,2019,6,29,5,180,26,1,0,1,1,83,0.45,1,80000
2019-06-30,2019,6,30,6,181,26,1,0,1,1,88,0.45,1,77402
2019-07-01,2019,7,1,0,182,27,0,0,1,1,88,0.5,1,80000
2019-07-02,2019,7,2,1,183,27,0,0,1,1,93,0.5,0,80000
2019-07-03,2019,7,3,2,184,27,0,0,1,1,84,0.5,0,80000
2019-07-04,2019,7,4,3,185,27,0,1,1,1,90,0.5,0,80000
2019-07-05,2019,7,5,4,186,27,0,0,1,1,87,0.5,0,80000
2019-07-06,2019,7,6,5,187,27,1,0,1,1,90,0.5,0,80000
2019-07-07,2019,7,7,6,188,27,1,0,1,1,90,0.5,1,80000
2019-07-08,2019,7,8,0,189,28,0,0,1,1,88,0.5,0,61950
2019-07-09,2019,7,9,1,190,28,0,0,1,1,84,0.5,1,56911
2019-07-10,2019,7,10,2,191,28,0,0,1,1,90,0.5,1,56975
2019-07-11,2019,7,11,3,192,28,0,0,1,1,93,0.5,0,70954
2019-07-12,2019,7,12,4,193,28,0,0,1,1,88,0.5,1,72646
2019-07-13,2019,7,13,5,194,28,1,0,1,1,88,0.5,0,80000
2019-07-14,2019,7,14,6,195,28,1,0,1,1,90,0.5,1,80000
2019-07-15,2019,7,15,0,196,29,0,0,1,1,83,0.5,0,66732
2019-07-16,2019,7,16,1,197,29,0,0,1,1,84,0.5,0,54837
2019-07-17,2019,7,17,2,198,29,0,0,1,1,91,0.5,0,59322
2019-07-18,2019,7,18,3,199,29,0,0,1,1,93,0.5,0,59399
2019-07-19,2019,7,19,4,200,29,0,0,1,1,90,0.5,0,62460
2019-07-20,2019,7,20,5,201,29,1,0,1,1,89,0.5,0,80000
2019-07-21,2019,7,21,6,202,29,1,0,1,1,89,0.5,1,80000
2019-07-22,2019,7,22,0,203,30,0,0,1,1,87,0.5,1,67633
2019-07-23,2019,7,23,1,204,30,0,0,1,1,84,0.5,0,61577
2019-07-24,2019,7,24,2,205,30,0,0,1,1,93,0.5,0,59245
2019-07-25,2019,7,25,3,206,30,0,0,1,1,88,0.5,0,63796
2019-07-26,2019,7,26,4,207,30,0,0,1,1,92,0.5,0,80000
2019-07-27,2019,7,27,5,208,30,1,0,1,1,85,0.5,0,80000
2019-07-28,2019,7,28,6,209,30,1,0,1,1,86,0.5,1,80000
2019-07-29,2019,7,29,0,210,31,0,0,1,1,92,0.5,1,59351
2019-07-30,2019,7,30,1,211,31,0,0,1,1,93,0.5,1,64489
2019-07-31,2019,7,31,2,212,31,0,0,1,1,84,0.5,1,59944
2019-08-01,2019,8,1,3,213,31,0,0,1,1,84,0.55,0,57578
2019-08-02,2019,8,2,4,214,31,0,0,1,1,90,0.55,0,67963
2019-08-03,2019,8,3,5,215,31,1,0,1,1,90,0.55,0,68507
2019-08-04,2019,8,4,6,216,31,1,0,1,1,92,0.55,1,75313
2019-08-05,2019,8,5,0,217,32,0,0,1,1,88,0.55,1,51312
2019-08-06,2019,8,6,1,218,32,0,0,1,1,87,0.55,1,49797
2019-08-07,2019,8,7,2,219,32,0,0,1,1,90,0.55,1,60023
2019-08-08,2019,8,8,3,220,32,0,0,1,1,86,0.55,1,52427
2019-08-09,2019,8,9,4,221,32,0,0,1,1,93,0.55,1,56924
2019-08-10,2019,8,10,5,222,32,1,0,1,1,86,0.55,1,57353
2019-08-11,2019,8,11,6,223,32,1,0,1,1,87,0.55,1,53998
2019-08-12,2019,8,12,0,224,33,0,0,1,1,83,0.55,0,42702
2019-08-13,2019,8,13,1,225,33,0,0,1,1,83,0.55,1,43632
2019-08-14,2019,8,14,2,226,33,0,0,1,1,84,0.55,1,49459
2019-08-15,2019,8,15,3,227,33,0,0,1,1,90,0.55,1,56076
2019-08-16,2019,8,16,4,228,33,0,0,1,1,89,0.55,1,66457
2019-08-17,2019,8,17,5,229,33,1,0,1,1,92,0.55,0,80000
2019-08-18,2019,8,18,6,230,33,1,0,1,1,91,0.55,0,75221
2019-08-19,2019,8,19,0,231,34,0,0,1,1,87,0.55,1,63334
2019-08-20,2019,8,20,1,232,34,0,0,1,1,84,0.55,0,52095
2019-08-21,2019,8,21,2,233,34,0,0,1,1,89,0.55,1,54671
2019-08-22,2019,8,22,3,234,34,0,0,1,1,90,0.55,0,57406
2019-08-23,2019,8,23,4,235,34,0,0,1,1,89,0.55,1,48410
2019-08-24,2019,8,24,5,236,34,1,0,1,1,89,0.55,1,76028
2019-08-25,2019,8,25,6,237,34,1,0,1,1,87,0.55,0,72287
2019-08-26,2019,8,26,0,238,35,0,0,1,1,84,0.55,0,44304
2019-08-27,2019,8,27,1,239,35,0,0,1,1,88,0.55,0,40986
2019-08-28,2019,8,28,2,240,35,0,0,1,1,86,0.55,1,47075
2019-08-29,2019,8,29,3,241,35,0,0,1,1,92,0.55,1,64380
2019-08-30,2019,8,30,4,242,35,0,0,1,1,84,0.55,0,56770
2019-08-31,2019,8,31,5,243,35,1,0,1,1,91,0.55,1,80000
2019-09-01,2019,9,1,6,244,35,1,0,0,0,86,0.45,1,40260
2019-09-02,2019,9,2,0,245,36,0,1,0,0,85,0.45,1,27911
2019-09-03,2019,9,3,1,246,36,0,0,0,0,84,0.45,1,19092
2019-09-04,2019,9,4,2,247,36,0,0,0,0,82,0.45,1,28668
2019-09-05,2019,9,5,3,248,36,0,0,0,0,89,0.45,0,31127
2019-09-06,2019,9,6,4,249,36,0,0,0,0,89,0.45,0,31057
2019-09-07,2019,9,7,5,250,36,1,0,0,0,83,0.45,0,44036
2019-09-08,2019,9,8,6,251,36,1,0,0,0,82,0.45,1,40768
2019-09-09,2019,9,9,0,252,37,0,0,0,0,90,0.45,1,25904
2019-09-10,2019,9,10,1,253,37,0,0,0,0,87,0.45,0,25987
2019-09-11,2019,9,11,2,254,37,0,0,0,0,82,0.45,0,27969
2019-09-12,2019,9,12,3,255,37,0,0,0,0,86,0.45,0,26929
2019-09-13,2019,9,13,4,256,37,0,0,0,0,86,0.45,0,28851
2019-09-14,2019,9,14,5,257,37,1,0,0,0,86,0.45,1,40078
2019-09-15,2019,9,15,6,258,37,1,0,0,0,86,0.45,0,37774
2019-09-16,2019,9,16,0,259,38,0,0,0,0,81,0.45,0,25905
2019-09-17,2019,9,17,1,260,38,0,0,0,0,89,0.45,1,24911
2019-09-18,2019,9,18,2,261,38,0,0,0,0,82,0.45,0,26627
2019-09-19,2019,9,19,3,262,38,0,0,0,0,89,0.45,0,31865
2019-09-20,2019,9,20,4,263,38,0,0,0,0,88,0.45,1,34371
2019-09-21,2019,9,21,5,264,38,1,0,0,0,82,0.45,1,25821
2019-09-22,2019,9,22,6,265,38,1,0,0,0,81,0.45,1,35890
2019-09-23,2019,9,23,0,266,39,0,0,0,0,88,0.45,0,28678
2019-09-24,2019,9,24,1,267,39,0,0,0,0,89,0.45,1,25503
2019-09-25,2019,9,25,2,268,39,0,0,0,0,88,0.45,1,30783
2019-09-26,2019,9,26,3,269,39,0,0,0,0,83,0.45,1,28830
2019-09-27,2019,9,27,4,270,39,0,0,0,0,88,0.45,0,30315
2019-09-28,2019,9,28,5,271,39,1,0,0,0,82,0.45,0,43415
2019-09-29,2019,9,29,6,272,39,1,0,0,0,86,0.45,0,42728
2019-09-30,2019,9,30,0,273,40,0,0,0,0,86,0.45,1,23131
2019-10-01,2019,10,1,1,274,40,0,0,0,0,83,0.25,0,27756
2019-10-02,2019,10,2,2,275,40,0,0,0,0,80,0.25,0,32375
2019-10-03,2019,10,3,3,276,40,0,0,0,0,82,0.25,0,21356
2019-10-04,2019,10,4,4,277,40,0,0,0,0,76,0.25,0,43713
2019-10-05,2019,10,5,5,278,40,1,0,0,0,75,0.25,0,40217
2019-10-06,2019,10,6,6,279,40,1,0,0,0,75,0.25,0,43661
2019-10-07,2019,10,7,0,280,41,0,0,0,0,77,0.25,1,23901
2019-10-08,2019,10,8,1,281,41,0,0,0,0,83,0.25,0,32316
2019-10-09,2019,10,9,2,282,41,0,0,0,0,73,0.25,0,28543
2019-10-10,2019,10,10,3,283,41,0,0,0,0,82,0.25,0,36126
2019-10-11,2019,10,11,4,284,41,0,0,0,0,75,0.25,0,43518
2019-10-12,2019,10,12,5,285,41,1,0,0,0,78,0.25,0,49867
2019-10-13,2019,10,13,6,286,41,1,0,0,0,75,0.25,1,38813
2019-10-14,2019,10,14,0,287,42,0,1,0,0,77,0.25,1,34488
2019-10-15,2019,10,15,1,288,42,0,0,0,0,81,0.25,0,28275
2019-10-16,2019,10,16,2,289,42,0,0,0,0,74,0.25,0,36244
2019-10-17,2019,10,17,3,290,42,0,0,0,0,83,0.25,1,33157
2019-10-18,2019,10,18,4,291,42,0,0,0,0,74,0.25,1,31959
2019-10-19,2019,10,19,5,292,42,1,0,0,0,78,0.25,0,41886
2019-10-20,2019,10,20,6,293,42,1,0,0,0,78,0.25,0,47704
2019-10-21,2019,10,21,0,294,43,0,0,0,0,83,0.25,0,31113
2019-10-22,2019,10,22,1,295,43,0,0,0,0,83,0.25,0,30763
2019-10-23,2019,10,23,2,296,43,0,0,0,0,80,0.25,0,29299
2019-10-24,2019,10,24,3,297,43,0,0,0,0,83,0.25,0,37632
2019-10-25,2019,10,25,4,298,43,0,0,0,0,74,0.25,0,42317
2019-10-26,2019,10,26,5,299,43,1,0,0,0,81,0.25,0,42025
2019-10-27,2019,10,27,6,300,43,1,0,0,0,74,0.25,0,35341
2019-10-28,2019,10,28,0,301,44,0,0,0,0,73,0.25,0,30770
2019-10-29,2019,10,29,1,302,44,0,0,0,0,82,0.25,0,25981
2019-10-30,2019,10,30,2,303,44,0,0,0,0,74,0.25,0,29554
2019-10-31,2019,10,31,3,304,44,0,0,0,0,79,0.25,1,40633
2019-11-01,2019,11,1,4,305,44,0,0,0,0,72,0.18,1,42563
2019-11-02,2019,11,2,5,306,44,1,0,0,0,69,0.18,1,52996
2019-11-03,2019,11,3,6,307,44,1,0,0,0,70,0.18,1,53333
2019-11-04,2019,11,4,0,308,45,0,0,0,0,65,0.18,0,32904
2019-11-05,2019,11,5,1,309,45,0,0,0,0,70,0.18,0,33282
2019-11-06,2019,11,6,2,310,45,0,0,0,0,72,0.18,0,40428
2019-11-07,2019,11,7,3,311,45,0,0,0,0,67,0.18,0,39007
2019-11-08,2019,11,8,4,312,45,0,0,0,0,75,0.18,0,36973
2019-11-09,2019,11,9,5,313,45,1,0,0,0,65,0.18,0,56964
2019-11-10,2019,11,10,6,314,45,1,0,0,0,75,0.18,0,49371
2019-11-11,2019,11,11,0,315,46,0,1,0,0,68,0.18,0,38887
2019-11-12,2019,11,12,1,316,46,0,0,0,0,65,0.18,0,38383
2019-11-13,2019,11,13,2,317,46,0,0,0,0,72,0.18,1,38703
2019-11-14,2019,11,14,3,318,46,0,0,0,0,69,0.18,1,40241
2019-11-15,2019,11,15,4,319,46,0,0,0,0,65,0.18,0,52873
2019-11-16,2019,11,16,5,320,46,1,0,0,0,72,0.18,1,61297
2019-11-17,2019,11,17,6,321,46,1,0,0,0,73,0.18,0,53395
2019-11-18,2019,11,18,0,322,47,0,0,0,0,74,0.18,0,41664
2019-11-19,2019,11,19,1,323,47,0,0,0,0,66,0.18,0,39548
2019-11-20,2019,11,20,2,324,47,0,0,0,1,73,0.18,1,54679
2019-11-21,2019,11,21,3,325,47,0,0,0,1,72,0.18,0,46286
2019-11-22,2019,11,22,4,326,47,0,0,0,1,71,0.18,0,52763
2019-11-23,2019,11,23,5,327,47,1,0,0,1,67,0.18,0,67326
2019-11-24,2019,11,24,6,328,47,1,0,0,1,66,0.18,1,71432
2019-11-25,2019,11,25,0,329,48,0,0,0,1,71,0.18,1,46086
2019-11-26,2019,11,26,1,330,48,0,0,0,1,69,0.18,1,42122
2019-11-27,2019,11,27,2,331,48,0,0,0,1,70,0.18,1,50049
2019-11-28,2019,11,28,3,332,48,0,1,0,1,68,0.18,0,44751
2019-11-29,2019,11,29,4,333,48,0,0,0,1,66,0.18,1,59841
2019-11-30,2019,11,30,5,334,48,1,0,0,1,73,0.18,0,72909
2019-12-01,2019,12,1,6,335,48,1,0,1,0,62,0.15,0,73472
2019-12-02,2019,12,2,0,336,49,0,0,1,0,66,0.15,1,52611
2019-12-03,2019,12,3,1,337,49,0,0,1,0,67,0.15,0,47624
2019-12-04,2019,12,4,2,338,49,0,0,1,0,61,0.15,0,49588
2019-12-05,2019,12,5,3,339,49,0,0,1,0,65,0.15,0,47525
2019-12-06,2019,12,6,4,340,49,0,0,1,0,70,0.15,0,60698
2019-12-07,2019,12,7,5,341,49,1,0,1,0,67,0.15,0,80000
2019-12-08,2019,12,8,6,342,49,1,0,1,0,66,0.15,0,73523
2019-12-09,2019,12,9,0,343,50,0,0,1,0,70,0.15,0,49212
2019-12-10,2019,12,10,1,344,50,0,0,1,0,62,0.15,0,46925
2019-12-11,2019,12,11,2,345,50,0,0,1,0,60,0.15,0,44760
2019-12-12,2019,12,12,3,346,50,0,0,1,0,65,0.15,0,57484
2019-12-13,2019,12,13,4,347,50,0,0,1,0,67,0.15,0,66891
