date,year,month,day,weekday,weekday_name,is_weekend,is_holiday,holiday_name,holiday_multiplier,monthly_weight,weekday_weight,attendance,season,is_school_break,temperature,is_rainy,has_special_event,day_of_year,week_of_year,is_month_start,is_month_end,temp_bin,month_sin,month_cos,weekday_sin,weekday_cos,day_of_year_sin,day_of_year_cos,weekend_or_holiday,summer_weekend,attendance_lag1,attendance_lag7,attendance_rolling_30,season_encoded
2017-10-08,2017,10,8,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505748,71711,autumn,False,10.9,True,True,281,40,False,False,凉爽(5-15°C),-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.9922222094179324,0.12447926388678869,1,0,141486.0,104329.0,69653.06666666667,2
2017-10-09,2017,10,9,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,66219,autumn,False,18.8,True,True,282,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.989932495087353,0.141540295217043,0,0,71711.0,128802.0,69986.53333333334,2
2017-10-10,2017,10,10,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793104,52837,autumn,False,18.3,True,True,283,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.9873494423939864,0.15855938510313475,0,0,66219.0,102716.0,70402.7,2
2017-10-11,2017,10,11,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,56932,autumn,False,21.1,False,True,284,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9844738167520923,0.17553149042142777,0,0,52837.0,108899.0,70422.2,2
2017-10-12,2017,10,12,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793104,78728,autumn,False,24.5,False,True,285,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9813064702716093,0.19245158197082995,0,0,56932.0,107957.0,71221.03333333334,2
2017-10-13,2017,10,13,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,55688,autumn,False,22.4,True,True,286,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.9778483415056568,0.20931464596304888,0,0,78728.0,101965.0,71777.83333333333,2
2017-10-14,2017,10,14,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,73978,autumn,False,18.2,True,True,287,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.9741004551724206,0.22611568550828803,1,0,55688.0,141486.0,72884.16666666667,2
2017-10-15,2017,10,15,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505748,60219,autumn,False,15.7,False,True,288,41,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.970063921851507,0.2428497220959358,1,0,73978.0,71711.0,72428.0,2
2017-10-16,2017,10,16,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,63972,autumn,False,26.7,False,True,289,42,False,False,炎热(>25°C),-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.965739937654855,0.25951179706979943,0,0,60219.0,66219.0,72288.73333333334,2
2017-10-17,2017,10,17,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793104,66676,autumn,False,19.2,False,True,290,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.9611297838723007,0.27609697309746883,0,0,63972.0,52837.0,71849.5,2
2017-10-18,2017,10,18,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,43082,autumn,False,19.0,False,True,291,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9562348265919058,0.2926003356333479,0,0,66676.0,56932.0,71040.63333333333,2
2017-10-19,2017,10,19,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793104,63032,autumn,False,18.9,False,True,292,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9510565162951536,0.30901699437494723,0,0,43082.0,78728.0,71521.6,2
2017-10-20,2017,10,20,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,79257,autumn,False,19.6,True,True,293,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.9455963874271428,0.3253420847119795,0,0,63032.0,55688.0,71845.1,2
2017-10-21,2017,10,21,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,75837,autumn,False,18.6,False,True,294,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.9398560579418953,0.341570769167856,1,0,79257.0,73978.0,72476.86666666667,2
2017-10-22,2017,10,22,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505748,68435,autumn,False,17.3,False,True,295,42,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.9338372288229252,0.35769823883312546,1,0,75837.0,60219.0,72734.66666666667,2
2017-10-23,2017,10,23,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,56504,autumn,False,17.4,False,True,296,43,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9275416835791965,0.3737197147904692,0,0,68435.0,63972.0,72904.23333333334,2
2017-10-24,2017,10,24,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793104,57388,autumn,False,18.9,False,True,297,43,False,False,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.9209712877166346,0.38963044953078774,0,0,56504.0,66676.0,73658.26666666666,2
2017-10-25,2017,10,25,2,Wednesday,False,False,,1.0,0.0695364238410596,0.8850574712643678,57574,autumn,False,17.4,True,True,298,43,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9141279881853337,0.4054257283599973,0,0,57388.0,43082.0,73352.03333333334,2
2017-10-26,2017,10,26,3,Thursday,False,False,,1.0,0.0695364238410596,0.9655172413793104,63236,autumn,False,16.9,True,True,299,43,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9070138128026362,0.42110087079608916,0,0,57574.0,63032.0,73582.13333333333,2
2017-10-27,2017,10,27,4,Friday,False,False,,1.0,0.0695364238410596,1.0862068965517242,71968,autumn,False,19.3,False,True,300,43,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8996308696522434,0.4366512319560638,0,0,63236.0,79257.0,74363.3,2
2017-10-28,2017,10,28,5,Saturday,True,False,,1.0,0.0695364238410596,1.0862068965517242,50213,autumn,False,18.2,True,True,301,43,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8919813464595487,0.45207220393230374,1,0,71968.0,75837.0,74439.16666666667,2
2017-10-29,2017,10,29,6,Sunday,True,False,,1.0,0.0695364238410596,0.9454022988505748,71996,autumn,False,23.5,True,True,302,43,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8840675099433637,0.46735921715800205,1,0,50213.0,68435.0,75184.86666666667,2
2017-10-30,2017,10,30,0,Monday,False,False,,1.0,0.0695364238410596,1.0660919540229885,61841,autumn,False,11.0,True,True,303,44,False,True,凉爽(5-15°C),-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8758917051442433,0.48250774176121763,0,0,71996.0,56504.0,75449.23333333334,2
2017-10-31,2017,10,31,1,Tuesday,False,False,,1.0,0.0695364238410596,0.9655172413793104,67502,autumn,False,22.3,True,True,304,44,False,True,温暖(15-25°C),-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.867456354729597,0.4975132889071803,0,0,61841.0,57388.0,74221.66666666667,2
2017-11-01,2017,11,1,2,Wednesday,False,False,,1.0,0.064569536423841,0.8850574712643678,55246,autumn,False,16.7,False,False,305,44,True,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.858763958275803,0.5123714121284235,0,0,67502.0,57574.0,71769.8,2
2017-11-02,2017,11,2,3,Thursday,False,False,,1.0,0.064569536423841,0.9655172413793104,63343,autumn,False,6.8,True,False,306,44,True,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8498170915275277,0.5270777086423724,0,0,55246.0,63236.0,70457.36666666667,2
2017-11-03,2017,11,3,4,Friday,False,False,,1.0,0.064569536423841,1.0862068965517242,71965,autumn,False,12.0,False,False,307,44,True,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8406184056344783,0.5416278206559811,0,0,63343.0,71968.0,69226.23333333334,2
2017-11-04,2017,11,4,5,Saturday,True,False,,1.0,0.064569536423841,1.0862068965517242,66983,autumn,False,11.9,False,False,308,44,True,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.8311706263658079,0.5560174366570446,1,0,71965.0,50213.0,67860.43333333333,2
2017-11-05,2017,11,5,6,Sunday,True,False,,1.0,0.064569536423841,0.9454022988505748,45846,autumn,False,8.8,False,False,309,44,True,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.8214765533024145,0.5702422926917867,1,0,66983.0,71996.0,65989.8,2
2017-11-06,2017,11,6,0,Monday,False,False,,1.0,0.064569536423841,1.0660919540229885,65283,autumn,False,10.7,True,False,310,45,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.8115390590073611,0.5842981736283683,0,0,45846.0,61841.0,63449.7,2
2017-11-07,2017,11,7,1,Tuesday,False,False,,1.0,0.064569536423841,0.9655172413793104,56496,autumn,False,9.7,False,False,311,45,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.8013610881746769,0.5981809144059159,0,0,65283.0,67502.0,62942.53333333333,2
2017-11-08,2017,11,8,2,Wednesday,False,False,,1.0,0.064569536423841,0.8850574712643678,53914,autumn,False,18.3,True,False,312,45,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.7909456567567774,0.6118864012687242,0,0,56496.0,55246.0,62532.36666666667,2
2017-11-09,2017,11,9,3,Thursday,False,False,,1.0,0.064569536423841,0.9655172413793104,54730,autumn,False,15.8,False,False,313,45,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.780295851070776,0.6254105729852457,0,0,53914.0,63343.0,62595.46666666667,2
2017-11-10,2017,11,10,4,Friday,False,False,,1.0,0.064569536423841,1.0862068965517242,71347,autumn,False,16.8,False,False,314,45,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.7694148268839381,0.6387494220515268,0,0,54730.0,71965.0,63075.96666666667,2
2017-11-11,2017,11,11,5,Saturday,True,False,,1.0,0.064569536423841,1.0862068965517242,58480,autumn,False,15.2,False,False,315,45,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.7583058084785625,0.6518989958787125,1,0,71347.0,66983.0,62401.03333333333,2
2017-11-12,2017,11,12,6,Sunday,True,False,,1.0,0.064569536423841,0.9454022988505748,51967,autumn,False,9.6,False,False,316,45,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.7469720876965551,0.6648553979642867,1,0,58480.0,45846.0,62277.0,2
2017-11-13,2017,11,13,0,Monday,False,False,,1.0,0.064569536423841,1.0660919540229885,56376,autumn,False,11.4,False,False,317,46,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.7354170229639858,0.6776147890466887,0,0,51967.0,65283.0,61690.26666666667,2
2017-11-14,2017,11,14,1,Tuesday,False,False,,1.0,0.064569536423841,0.9655172413793104,56003,autumn,False,14.5,False,False,318,46,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.7236440382959123,0.690173388242972,0,0,56376.0,56496.0,61549.73333333333,2
2017-11-15,2017,11,15,2,Wednesday,False,False,,1.0,0.064569536423841,0.8850574712643678,43617,autumn,False,9.3,False,False,319,46,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.7116566222817751,0.7025274741691566,0,0,56003.0,53914.0,60871.23333333333,2
2017-11-16,2017,11,16,3,Thursday,False,False,,1.0,0.064569536423841,0.9655172413793104,82125,autumn,False,15.1,False,False,320,46,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.6994583270516471,0.7146733860429608,0,0,43617.0,54730.0,61386.2,2
2017-11-17,2017,11,17,4,Friday,False,False,,1.0,0.064569536423841,1.0862068965517242,74782,autumn,False,12.3,False,False,321,46,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.6870527672236675,0.726607524768565,0,0,82125.0,71347.0,62442.86666666667,2
2017-11-18,2017,11,18,5,Saturday,True,False,,1.0,0.064569536423841,1.0862068965517242,63211,autumn,False,11.9,False,False,322,46,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.6744436188329457,0.7383263540031063,1,0,74782.0,58480.0,62448.833333333336,2
2017-11-19,2017,11,19,6,Sunday,True,False,,1.0,0.064569536423841,0.9454022988505748,51506,autumn,False,15.1,False,False,323,46,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.661634618242279,0.749826401204568,1,0,63211.0,51967.0,61523.8,2
2017-11-20,2017,11,20,0,Monday,False,False,,1.0,0.064569536423841,1.0660919540229885,58796,autumn,False,14.3,False,False,324,47,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.6486295610349818,0.7611042586607742,0,0,51506.0,56376.0,60955.76666666667,2
2017-11-21,2017,11,21,1,Tuesday,False,False,,1.0,0.064569536423841,0.9655172413793104,52838,autumn,False,11.9,False,False,325,47,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.6354323008901775,0.7721565844991641,0,0,58796.0,56003.0,60435.86666666667,2
2017-11-22,2017,11,22,2,Wednesday,False,False,,1.0,0.064569536423841,0.8850574712643678,49016,autumn,False,16.5,False,False,326,47,False,False,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.622046748440868,0.7829801036770625,0,0,52838.0,43617.0,60186.26666666667,2
2017-11-23,2017,11,23,3,Thursday,False,False,,1.0,0.064569536423841,0.9655172413793104,56875,autumn,False,9.8,True,False,327,47,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.6084768701151264,0.7935716089521472,0,0,49016.0,82125.0,60169.166666666664,2
2017-11-24,2017,11,24,4,Friday,False,False,,1.0,0.064569536423841,1.0862068965517242,58891,autumn,False,14.8,False,False,328,47,False,False,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.594726686960764,0.8039279618328208,0,0,56875.0,74782.0,60213.066666666666,2
2017-11-25,2017,11,25,5,Saturday,True,False,,1.0,0.064569536423841,1.0862068965517242,45347,autumn,False,14.8,True,False,329,47,False,True,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.5808002734538014,0.8140460935082175,1,0,58891.0,63211.0,59616.76666666667,2
2017-11-26,2017,11,26,6,Sunday,True,False,,1.0,0.064569536423841,0.9454022988505748,52343,autumn,False,12.1,False,False,330,47,False,True,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.5667017562911184,0.8239230057575536,1,0,45347.0,51506.0,58962.6,2
2017-11-27,2017,11,27,0,Monday,False,False,,1.0,0.064569536423841,1.0660919540229885,73235,autumn,False,14.0,True,False,331,48,False,True,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.5524353131676203,0.8335557718385695,0,0,52343.0,58796.0,59730.0,2
2017-11-28,2017,11,28,1,Tuesday,False,False,,1.0,0.064569536423841,0.9655172413793104,58335,autumn,False,9.2,True,False,332,48,False,True,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.5380051715382992,0.8429415373547832,0,0,73235.0,52838.0,59274.63333333333,2
2017-11-29,2017,11,29,2,Wednesday,False,False,,1.0,0.064569536423841,0.8850574712643678,49248,autumn,False,15.8,False,False,333,48,False,True,温暖(15-25°C),-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.5234156073655503,0.8520775211013093,0,0,58335.0,49016.0,58854.86666666667,2
2017-11-30,2017,11,30,3,Thursday,False,False,,1.0,0.064569536423841,0.9655172413793104,71605,autumn,False,12.4,False,False,334,48,False,True,凉爽(5-15°C),-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.5086709438521042,0.8609610158889945,0,0,49248.0,56875.0,58991.63333333333,2
2017-12-01,2017,12,1,4,Friday,False,False,,1.0,0.0596026490066225,1.0862068965517242,56433,winter,False,5.4,True,False,335,48,True,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.4937755501599774,0.8695893893466109,0,0,71605.0,58891.0,59031.2,3
2017-12-02,2017,12,2,5,Saturday,True,False,,1.0,0.0596026490066225,1.0862068965517242,65289,winter,False,10.1,False,False,336,48,True,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.4787338401157883,0.8779600847008883,1,0,56433.0,45347.0,59096.066666666666,3
2017-12-03,2017,12,3,6,Sunday,True,False,,1.0,0.0596026490066225,0.9454022988505748,49516,winter,False,4.9,True,False,337,48,True,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.4635502709028512,0.8860706215341377,1,0,65289.0,52343.0,58347.76666666667,3
2017-12-04,2017,12,4,0,Monday,False,False,,1.0,0.0596026490066225,1.0660919540229885,48377,winter,False,2.8,True,False,338,49,True,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,0.0,1.0,-0.4482293417404106,0.893918596519257,0,0,49516.0,73235.0,57727.566666666666,3
2017-12-05,2017,12,5,1,Tuesday,False,False,,1.0,0.0596026490066225,0.9655172413793104,51566,winter,False,2.3,False,False,339,49,True,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.4327755925504317,0.9015016841318838,0,0,48377.0,58335.0,57918.23333333333,3
2017-12-06,2017,12,6,2,Wednesday,False,False,,1.0,0.0596026490066225,0.8850574712643678,59831,winter,False,8.8,False,False,340,49,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.41719360261231697,0.9088176373395028,0,0,51566.0,49248.0,57736.5,3
2017-12-07,2017,12,7,3,Thursday,False,False,,1.0,0.0596026490066225,0.9655172413793104,58156,winter,False,3.2,False,False,341,49,False,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.4014879892059737,0.9158642882672868,0,0,59831.0,71605.0,57791.833333333336,3
2017-12-08,2017,12,8,4,Friday,False,False,,1.0,0.0596026490066225,1.0862068965517242,61879,winter,False,12.3,False,False,342,49,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.38566340624360745,0.9226395488404875,0,0,58156.0,56433.0,58057.333333333336,3
2017-12-09,2017,12,9,5,Saturday,True,False,,1.0,0.0596026490066225,1.0862068965517242,54855,winter,False,0.8,True,False,343,49,False,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.3697245428906732,0.9291414114031743,1,0,61879.0,65289.0,58061.5,3
2017-12-10,2017,12,10,6,Sunday,True,False,,1.0,0.0596026490066225,0.9454022988505748,36944,winter,False,12.1,False,False,344,49,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.3536761221763721,0.935367949313148,1,0,54855.0,49516.0,56914.73333333333,3
2017-12-11,2017,12,11,0,Monday,False,False,,1.0,0.0596026490066225,1.0660919540229885,62338,winter,False,7.6,False,False,345,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.0,1.0,-0.33752289959411347,0.941317317512847,0,0,36944.0,48377.0,57043.333333333336,3
2017-12-12,2017,12,12,1,Tuesday,False,False,,1.0,0.0596026490066225,0.9655172413793104,52078,winter,False,6.7,False,False,346,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.32126966169236515,0.946987753076075,0,0,62338.0,51566.0,57047.03333333333,3
2017-12-13,2017,12,13,2,Wednesday,False,False,,1.0,0.0596026490066225,0.8850574712643678,52176,winter,False,5.4,False,False,347,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.3049212246562894,0.9523775757303973,0,0,52078.0,59831.0,56907.03333333333,3
2017-12-14,2017,12,14,3,Thursday,False,False,,1.0,0.0596026490066225,0.9655172413793104,40756,winter,False,8.2,False,False,348,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.2884824328806098,0.9574851883550389,0,0,52176.0,58156.0,56398.8,3
2017-12-15,2017,12,15,4,Friday,False,False,,1.0,0.0596026490066225,1.0862068965517242,66404,winter,False,6.9,False,True,349,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.27195815753410524,0.9623090774541487,0,0,40756.0,61879.0,57158.36666666667,3
2017-12-16,2017,12,16,5,Saturday,True,False,,1.0,0.0596026490066225,1.0862068965517242,68814,winter,False,10.3,True,True,350,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.2553532951161881,0.9668478136052773,1,0,66404.0,54855.0,56714.666666666664,3
2017-12-17,2017,12,17,6,Sunday,True,False,,1.0,0.0596026490066225,0.9454022988505748,34304,winter,False,7.3,False,True,351,50,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.23867276600594997,0.9711000518829505,1,0,68814.0,36944.0,55365.4,3
2017-12-18,2017,12,18,0,Monday,False,False,,1.0,0.0596026490066225,1.0660919540229885,67229,winter,False,7.5,False,True,352,51,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.0,1.0,-0.22192151300416674,0.9750645322571945,0,0,34304.0,62338.0,55499.333333333336,3
2017-12-19,2017,12,19,1,Tuesday,False,False,,1.0,0.0596026490066225,0.9655172413793104,58439,winter,False,5.9,True,True,353,51,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.20510449986861926,0.9787400799669153,0,0,67229.0,52078.0,55730.433333333334,3
2017-12-20,2017,12,20,2,Wednesday,False,False,,1.0,0.0596026490066225,0.8850574712643678,48254,winter,False,6.8,True,True,354,51,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.1882267098432439,0.9821256058680006,0,0,58439.0,52176.0,55379.03333333333,3
2017-12-21,2017,12,21,3,Thursday,False,False,,1.0,0.0596026490066225,0.9655172413793104,59407,winter,False,7.9,False,True,355,51,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.1712931441814778,0.9852201067560606,0,0,48254.0,40756.0,55598.0,3
2017-12-22,2017,12,22,4,Friday,False,False,,1.0,0.0596026490066225,1.0862068965517242,60860,winter,False,1.9,False,True,356,51,False,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.154308820664281,0.9880226656636976,0,0,59407.0,66404.0,55992.8,3
2017-12-23,2017,12,23,5,Saturday,True,False,,1.0,0.0596026490066225,1.0862068965517242,76059,winter,False,3.0,True,True,357,51,False,False,寒冷(<5°C),-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.13727877211326517,0.9905324521322227,1,0,60860.0,68814.0,56632.26666666667,3
2017-12-24,2017,12,24,6,Sunday,True,False,,1.0,0.0596026490066225,0.9454022988505748,52182,winter,False,9.2,False,True,358,51,False,False,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.12020804489935275,0.9927487224577402,1,0,76059.0,34304.0,56408.63333333333,3
2017-12-25,2017,12,25,0,Monday,False,False,,1.0,0.0596026490066225,1.0660919540229885,75768,winter,False,7.5,False,True,359,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.0,1.0,-0.10310169744743544,0.9946708199115211,0,0,52182.0,67229.0,57422.666666666664,3
2017-12-26,2017,12,26,1,Tuesday,False,False,,1.0,0.0596026490066225,0.9655172413793104,45771,winter,False,6.4,False,True,360,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.0859647987374467,0.9962981749346077,0,0,75768.0,58439.0,57203.6,3
2017-12-27,2017,12,27,2,Wednesday,False,False,,1.0,0.0596026490066225,0.8850574712643678,44451,winter,False,7.1,False,True,361,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.06880242680232064,0.9976303053065857,0,0,45771.0,48254.0,56244.13333333333,3
2017-12-28,2017,12,28,3,Thursday,False,False,,1.0,0.0596026490066225,0.9655172413793104,54997,winter,False,8.0,False,True,362,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.05161966722325418,0.9986668162884759,0,0,44451.0,59407.0,56132.86666666667,3
2017-12-29,2017,12,29,4,Friday,False,False,,1.0,0.0596026490066225,1.0862068965517242,67964,winter,False,5.4,False,True,363,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.034421611622745804,0.9994074007397048,0,0,54997.0,60860.0,56756.73333333333,3
2017-12-30,2017,12,30,5,Saturday,True,False,,1.0,0.0596026490066225,1.0862068965517242,59173,winter,False,4.7,False,True,364,52,False,True,寒冷(<5°C),-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.01721335615583528,0.9998518392091162,1,0,67964.0,76059.0,56342.333333333336,3
2017-12-31,2017,12,31,6,Sunday,True,False,,1.0,0.0596026490066225,0.9454022988505748,41565,winter,False,7.6,False,True,365,52,False,True,凉爽(5-15°C),-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,6.432490598706546e-16,1.0,1,0,59173.0,52182.0,55846.73333333333,3
2018-01-01,2018,1,1,0,Monday,False,True,new_year,1.3,0.0745033112582781,1.0660919540229885,95986,winter,False,2.1,False,True,1,1,True,False,寒冷(<5°C),0.49999999999999994,0.8660254037844387,0.0,1.0,0.017213356155834685,0.9998518392091162,1,0,41565.0,75768.0,56869.96666666667,3
